创建时间,企业名称,设备名称,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,处理效率,风量,进口0出口1
2025/7/11 18:32,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.67,75.88,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:31,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.67,75.82,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:31,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.65,75.78,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:31,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.66,75.77,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:31,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.66,75.79,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:31,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.66,75.80,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:31,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.66,75.84,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:30,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.66,75.86,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:30,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.64,75.87,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:30,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.63,75.90,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:30,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.63,75.91,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:30,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.62,75.88,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:30,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.84,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:29,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.82,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:29,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.82,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:29,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.62,75.83,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:29,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.62,75.83,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:29,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.62,75.81,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:29,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.81,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:28,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.80,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:28,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.80,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:28,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.81,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:28,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.81,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:28,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.83,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:28,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.62,75.83,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:27,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.85,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:27,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.84,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:27,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.87,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:27,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.85,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:27,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.88,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:27,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.88,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:26,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.90,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:26,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.90,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:26,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.90,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:26,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.91,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:26,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.90,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:26,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.87,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:25,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.87,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:25,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.86,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:25,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.84,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:25,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.81,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:25,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.60,75.76,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:25,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.73,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:24,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.63,75.72,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:24,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.61,75.71,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:24,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.62,75.70,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:24,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.64,75.67,0.00,100.40,100.48,-0.08,0.00,0.00,,0.00,1
2025/7/11 18:24,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.65,75.62,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:23,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.65,75.56,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:23,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.65,75.55,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:23,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.66,75.48,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:23,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.67,75.42,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:23,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.68,75.39,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:23,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.68,75.36,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:22,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.68,75.32,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:22,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.26,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:22,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.24,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:22,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.20,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:22,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.18,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:22,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.18,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:21,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.17,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:21,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.16,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:21,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,75.12,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:21,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,75.08,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:21,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,75.07,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:21,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,75.05,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:20,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,75.01,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:20,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,74.96,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:20,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,74.93,0.00,100.40,100.47,-0.07,0.00,0.00,,0.00,1
2025/7/11 18:20,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.69,74.91,0.00,100.40,100.46,-0.06,0.00,0.00,,0.00,1
2025/7/11 18:20,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,74.85,0.00,100.40,100.46,-0.06,0.00,0.00,,0.00,1
2025/7/11 18:20,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.72,74.82,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:19,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,74.80,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:19,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.72,74.77,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:19,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.73,74.76,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:19,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.72,74.74,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:19,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.72,74.73,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:19,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.73,74.70,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:18,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.71,74.70,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:18,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.70,74.67,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:18,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.72,74.67,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:18,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.73,74.66,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:18,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.75,74.63,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 18:18,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.75,74.61,0.00,100.30,100.46,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:17,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.75,74.60,0.00,100.30,100.46,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:17,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.76,74.56,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:17,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.77,74.55,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:17,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.77,74.50,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:17,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.77,74.46,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:17,连微,抽气式东星行测试,0.30,0.02,0.00,0.00,,30.78,74.47,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:16,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.78,74.41,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:16,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.79,74.38,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:16,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.79,74.31,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:16,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.79,74.31,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:16,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.79,74.27,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:16,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.80,74.25,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:15,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.80,74.21,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:15,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.80,74.16,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:15,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.80,74.15,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:15,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.81,74.10,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:15,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.80,74.09,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:15,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.81,74.06,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:14,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.81,74.05,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:14,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.81,74.03,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:14,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.81,74.01,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:14,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.84,73.98,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:14,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.84,73.97,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:14,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.85,73.96,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:13,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.87,73.95,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:13,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.86,73.94,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:13,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.87,73.95,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:13,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.88,73.99,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:13,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.87,74.07,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:13,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.85,74.12,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:12,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.87,74.11,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:12,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.86,74.04,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:12,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.87,73.98,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:12,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.86,73.93,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:12,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.86,73.92,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:11,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.88,73.90,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:11,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,73.87,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:11,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.88,73.84,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:11,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,73.87,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:11,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,73.97,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:11,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,73.98,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:10,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,73.94,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 18:10,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.92,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:10,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.98,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:10,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,74.01,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:10,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,74.06,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:10,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.88,74.01,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:09,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.88,73.96,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:09,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.88,73.91,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:09,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.88,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:09,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.86,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:09,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.89,73.83,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:09,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.81,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:08,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.77,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:08,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.90,73.75,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:08,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.91,73.73,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:08,连微,抽气式东星行测试,0.30,0.02,0.00,0.00,,30.92,73.74,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:08,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.93,73.72,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:08,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.93,73.69,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:07,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.95,73.68,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:07,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.97,73.67,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:07,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.97,73.65,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:07,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.98,73.62,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:07,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.99,73.60,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:07,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.99,73.60,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:06,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,30.99,73.60,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:06,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.00,73.60,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:06,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.00,73.65,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:06,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.02,73.68,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:06,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.02,73.68,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:06,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.03,73.68,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:05,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.05,73.72,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:05,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.06,73.73,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 18:05,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.05,73.69,0.00,100.30,100.44,-0.14,0.00,0.00,,0.00,1
2025/7/11 17:59,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.19,73.13,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 17:59,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.20,73.04,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 17:59,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.19,72.99,0.00,100.30,100.46,-0.16,0.00,0.00,,0.00,1
2025/7/11 17:58,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.20,72.93,0.00,100.30,100.46,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:58,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.20,72.94,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:58,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.21,72.97,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:58,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.21,72.97,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:58,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.21,72.97,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:58,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.20,72.96,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:57,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.21,72.93,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:57,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.20,72.89,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:57,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.19,72.82,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
2025/7/11 17:57,连微,抽气式东星行测试,0.00,0.02,0.00,0.00,,31.20,72.79,0.00,100.30,100.45,-0.15,0.00,0.00,,0.00,1
