数据时间,入炉垃圾量,系统时间年,系统时间月,系统时间日,系统时间小时,系统时间分钟,系统时间秒,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2024-11-03 04:14:00,537555.75,2024.00,11.00,3.00,4.00,7.00,31.00,16.36,36.37,0.05,-0.93,0.00,0.00,17.37,19.57,18.83,17.65,17.74,17.65,17.65,17.27,18.21,15.23,98.10,285.37,0.00,0.00,0.00,21.91,28.69,-3.75,7.95,-0.31,22.85,-0.34,0.00,0.00,0.02,-0.49,20.41,0.00,0.00,229689.52,0.00,0.00,257.99,24.94,26.04,-0.11,0.45,19.28,0.44,0.03,3.29,0.77,0.45,6.32
2024-11-03 04:16:00,537555.75,2024.00,11.00,3.00,4.00,9.00,46.00,16.45,36.52,0.06,-2.00,0.00,0.00,17.30,19.60,18.95,17.58,17.77,17.68,17.68,17.30,18.24,15.23,98.15,285.37,0.00,0.00,0.00,21.88,28.66,-3.75,7.94,-0.24,22.82,-0.31,0.00,0.00,0.01,-0.49,20.41,0.00,0.00,229689.52,0.00,0.00,266.60,24.92,26.06,-0.11,0.46,19.29,0.00,0.10,2.60,0.91,0.59,6.07
2024-11-03 04:18:00,537555.75,2024.00,11.00,3.00,4.00,11.00,47.00,16.36,36.58,0.06,-4.28,0.00,0.00,17.21,19.60,18.95,17.40,17.77,17.68,17.58,17.30,18.24,15.23,98.16,285.37,0.00,0.00,-0.01,21.88,28.66,-3.75,7.94,-0.21,22.82,-0.44,0.00,0.00,0.01,-0.49,20.39,0.00,0.00,229689.52,0.00,0.00,256.74,24.88,26.06,-0.10,0.47,19.29,0.12,0.05,2.74,0.78,0.55,6.05
2024-11-03 04:20:00,537555.75,2024.00,11.00,3.00,4.00,13.00,32.00,16.45,36.63,0.05,-3.89,0.00,0.00,17.21,19.51,18.95,17.40,17.77,17.68,17.58,17.40,18.24,15.23,98.14,285.37,0.00,0.00,0.00,21.87,28.65,-3.75,7.95,-0.28,22.80,-0.46,0.00,0.00,0.02,-0.52,20.39,0.00,0.00,229689.52,0.00,0.00,261.25,24.88,26.06,-0.09,0.45,19.30,0.62,0.05,2.81,0.68,0.71,5.72
2024-11-03 04:22:00,537555.75,2024.00,11.00,3.00,4.00,15.00,39.00,16.45,36.72,0.06,-2.76,0.00,0.00,17.30,19.51,18.86,17.58,17.86,17.68,17.40,17.21,18.14,15.23,98.16,285.37,0.00,0.00,-0.01,21.83,28.62,-3.75,7.94,-0.32,22.78,-0.37,0.00,0.00,0.03,-0.56,20.39,0.00,0.00,229689.52,0.00,0.00,258.19,24.86,25.88,-0.10,0.44,19.30,0.50,0.03,2.77,0.74,0.59,6.20
2024-11-03 04:24:00,537555.75,2024.00,11.00,3.00,4.00,17.00,44.00,16.36,36.78,0.06,-4.25,0.00,0.00,17.30,19.51,18.86,17.30,17.58,17.40,17.40,17.21,18.14,15.22,98.15,285.37,0.00,0.00,-0.01,21.82,28.60,-3.75,7.94,-0.28,22.78,-0.44,0.00,0.00,0.01,-0.52,20.38,0.00,0.00,229689.52,0.00,0.00,266.88,24.85,25.88,-0.09,0.46,19.30,0.30,0.02,1.82,0.74,0.48,6.35
2024-11-03 04:26:00,537555.75,2024.00,11.00,3.00,4.00,19.00,46.00,16.36,36.78,0.06,0.01,0.00,0.00,17.30,19.51,18.77,17.40,17.58,17.58,17.30,17.12,18.14,15.23,98.20,285.37,0.00,0.00,-0.01,21.82,28.60,-3.75,7.94,-0.18,22.76,-0.35,0.00,0.00,0.02,-0.49,20.34,0.00,0.00,229689.52,0.00,0.00,252.22,24.85,25.88,-0.10,0.46,19.31,0.06,0.04,2.37,0.75,0.49,6.35
2024-11-03 04:28:00,537555.75,2024.00,11.00,3.00,4.00,21.00,47.00,16.45,36.83,0.06,-2.24,0.00,0.00,17.30,19.42,18.77,17.30,17.40,17.40,17.30,17.21,18.14,15.23,98.11,285.37,0.00,0.00,0.00,21.79,28.57,-3.75,7.94,-0.21,22.76,-0.38,0.00,0.00,0.01,-0.46,20.34,0.00,0.00,229689.52,0.00,0.00,259.38,24.81,25.88,-0.10,0.46,19.27,0.43,0.02,1.92,1.02,0.60,6.30
2024-11-03 04:30:00,537555.75,2024.00,11.00,3.00,4.00,23.00,35.00,16.50,36.92,0.06,-1.67,0.00,0.00,17.21,19.42,18.67,17.30,17.58,17.40,17.30,17.21,17.96,15.23,98.18,285.37,0.00,0.00,-0.01,21.75,28.57,-3.75,7.94,-0.24,22.72,-0.34,0.00,0.00,0.03,-0.52,20.34,0.00,0.00,229689.52,0.00,0.00,254.31,24.78,25.88,-0.09,0.46,19.32,0.38,0.01,1.91,0.91,0.64,5.90
2024-11-03 04:32:00,537555.75,2024.00,11.00,3.00,4.00,25.00,42.00,16.50,36.98,0.05,1.42,0.00,0.00,17.18,19.48,18.73,17.27,17.46,17.46,17.37,17.18,18.02,15.23,98.11,285.37,0.00,0.00,0.00,21.75,28.55,-3.75,7.94,-0.28,22.71,-0.35,0.00,0.00,0.03,-0.57,20.31,0.00,0.00,229689.52,0.00,0.00,245.35,24.77,25.88,-0.09,0.45,19.31,0.19,0.04,3.48,0.88,0.59,5.85
2024-11-03 04:34:00,537555.75,2024.00,11.00,3.00,4.00,27.00,46.00,16.56,37.04,0.05,0.95,0.00,0.00,17.09,19.48,18.73,17.27,17.65,17.37,17.37,17.18,18.02,15.24,98.19,285.37,0.00,0.00,0.00,21.74,28.55,-3.75,7.94,-0.28,22.71,-0.32,0.00,0.00,0.00,-0.56,20.31,0.00,0.00,229689.52,0.00,0.00,256.46,24.77,25.88,-0.10,0.47,19.30,0.31,0.00,2.01,0.71,0.46,6.62
2024-11-03 04:36:00,537555.75,2024.00,11.00,3.00,4.00,29.00,28.00,16.50,37.12,0.05,-3.03,0.00,0.00,17.18,19.48,18.73,17.27,17.65,17.37,17.37,17.18,18.02,15.24,98.20,285.37,0.00,0.00,0.00,21.74,28.52,-3.75,7.94,-0.28,22.68,-0.44,0.00,0.00,0.03,-0.56,20.31,0.00,0.00,229689.52,0.00,0.00,255.42,24.74,25.88,-0.09,0.48,19.30,0.19,0.08,2.03,0.90,0.44,6.50
2024-11-03 04:38:00,537555.75,2024.00,11.00,3.00,4.00,31.00,38.00,16.56,37.12,0.06,-2.43,0.00,0.00,17.09,19.48,18.73,17.27,17.37,17.27,17.27,17.09,17.93,15.23,98.11,285.37,0.00,0.00,-0.01,21.72,28.52,-3.75,7.94,-0.21,22.66,-0.38,0.00,0.00,0.01,-0.52,20.30,0.00,0.00,229689.52,0.00,0.00,255.14,24.72,25.69,-0.09,0.47,19.31,0.05,0.02,2.09,0.63,0.63,6.82
2024-11-03 04:40:00,537555.75,2024.00,11.00,3.00,4.00,33.00,47.00,16.56,37.24,0.05,-2.56,0.00,0.00,17.21,19.32,18.49,17.30,17.40,17.21,17.21,17.02,17.77,15.23,98.19,285.37,0.00,0.00,0.00,21.70,28.50,-3.75,7.94,-0.28,22.66,-0.40,0.00,0.00,0.01,-0.52,20.30,0.00,0.00,229689.52,0.00,0.00,258.40,24.72,25.69,-0.10,0.47,19.32,0.06,0.03,3.70,0.53,0.44,6.72
2024-11-03 04:42:00,537555.75,2024.00,11.00,3.00,4.00,35.00,29.00,16.65,37.24,0.05,0.33,0.00,0.00,17.21,19.32,18.49,17.30,17.40,17.21,17.30,17.02,17.86,15.24,98.16,285.37,0.00,0.00,0.00,21.70,28.47,-3.75,7.94,-0.24,22.63,-0.32,0.00,0.00,0.05,-0.52,20.26,0.00,0.00,229689.52,0.00,0.00,252.36,24.69,25.69,-0.11,0.48,19.31,0.25,0.02,4.20,0.82,0.35,7.05
2024-11-03 04:44:00,537555.75,2024.00,11.00,3.00,4.00,37.00,38.00,16.65,37.38,0.06,1.62,0.00,0.00,17.18,19.39,18.49,17.27,17.65,17.27,17.27,17.09,17.83,15.23,98.11,285.37,0.00,0.00,-0.01,21.66,28.47,-3.75,7.94,-0.28,22.60,-0.44,0.00,0.00,0.01,-0.53,20.26,0.00,0.00,229689.52,0.00,0.00,262.36,24.67,25.69,-0.10,0.47,19.31,0.44,0.03,2.70,0.72,0.50,5.93
2024-11-03 04:46:00,537555.75,2024.00,11.00,3.00,4.00,39.00,46.00,16.65,37.44,0.06,-4.44,0.00,0.00,17.18,19.39,18.49,17.37,17.46,17.27,17.27,17.09,17.83,15.23,98.14,285.37,0.00,0.00,-0.01,21.64,28.46,-3.75,7.94,-0.28,22.60,-0.34,0.00,0.00,0.02,-0.52,20.25,0.00,0.00,229689.52,0.00,0.00,255.76,24.67,25.69,-0.10,0.47,19.31,0.50,0.02,2.05,0.74,0.49,6.21
2024-11-03 04:48:00,537555.75,2024.00,11.00,3.00,4.00,41.00,47.00,16.65,37.50,0.05,-0.56,0.00,0.00,17.15,19.45,18.55,17.34,17.43,17.34,17.34,17.15,17.90,15.23,98.11,285.37,0.00,0.00,-0.01,21.64,28.46,-3.75,7.93,-0.21,22.58,-0.44,0.00,0.00,0.03,-0.52,20.25,0.00,0.00,229689.52,0.00,0.00,254.44,24.64,25.69,-0.10,0.47,19.34,0.94,0.06,3.32,0.76,0.55,6.15
2024-11-03 04:50:00,537555.75,2024.00,11.00,3.00,4.00,43.00,32.00,16.71,37.50,0.06,2.06,0.00,0.00,17.15,19.36,18.61,17.24,17.43,17.24,17.34,17.15,17.90,15.23,98.17,285.37,0.00,0.00,0.00,21.63,28.42,-3.75,7.93,-0.24,22.58,-0.46,0.00,0.00,0.02,-0.52,20.25,0.00,0.00,229689.52,0.00,0.00,256.11,24.61,25.69,-0.10,0.48,19.35,0.75,0.09,2.19,0.75,0.74,5.93
2024-11-03 04:52:00,537555.75,2024.00,11.00,3.00,4.00,45.00,43.00,16.76,37.50,0.05,-4.25,0.00,0.00,16.93,19.32,18.52,17.30,17.49,17.30,17.21,17.12,17.77,15.23,98.17,285.37,0.00,0.00,0.00,21.59,28.42,-3.75,7.93,-0.21,22.55,-0.38,0.00,0.00,0.01,-0.53,20.22,0.00,0.00,229689.52,0.00,0.00,255.14,24.61,25.69,-0.10,0.48,19.31,0.25,0.06,1.83,0.52,0.47,6.35
2024-11-03 04:54:00,537555.75,2024.00,11.00,3.00,4.00,47.00,46.00,16.76,37.58,0.06,1.38,0.00,0.00,17.15,19.36,18.55,17.24,17.34,17.15,17.24,16.96,17.80,15.23,98.16,285.37,0.00,0.00,0.00,21.59,28.41,-3.75,7.94,-0.21,22.53,-0.40,0.00,0.00,0.03,-0.49,20.22,0.00,0.00,229689.52,0.00,0.00,257.50,24.60,25.69,-0.10,0.47,19.35,0.31,0.07,2.68,1.02,0.42,6.35
2024-11-03 04:56:00,537555.75,2024.00,11.00,3.00,4.00,49.00,46.00,16.76,37.64,0.05,-3.67,0.00,0.00,17.15,19.36,18.55,17.24,17.34,17.24,17.34,16.96,17.80,15.23,98.13,285.37,0.00,0.00,-0.01,21.57,28.41,-3.75,7.93,-0.28,22.53,-0.34,0.00,0.00,0.01,-0.52,20.18,0.00,0.00,229689.52,0.00,0.00,261.74,24.58,25.69,-0.11,0.48,19.31,-0.06,0.01,3.27,0.55,0.60,6.00
2024-11-03 04:58:00,537555.75,2024.00,11.00,3.00,4.00,51.00,30.00,16.76,37.78,0.06,-1.67,0.00,0.00,16.96,19.36,18.55,17.15,17.43,17.24,17.24,16.96,17.80,15.23,98.16,285.37,0.00,0.00,0.00,21.57,28.38,-3.75,7.93,-0.28,22.51,-0.37,0.00,0.00,0.03,-0.49,20.18,0.00,0.00,229689.52,0.00,0.00,257.08,24.58,25.68,-0.10,0.48,19.33,0.12,0.08,1.63,0.73,0.51,6.03
2024-11-03 05:00:00,537555.75,2024.00,11.00,3.00,4.00,53.00,46.00,16.71,37.78,0.05,-0.94,0.00,0.00,16.74,19.23,18.33,17.12,17.21,17.02,17.12,16.84,17.58,15.23,98.12,285.37,0.00,0.00,0.00,21.55,28.34,-3.75,7.93,-0.28,22.51,-0.43,0.00,0.00,0.01,-0.49,20.18,0.00,0.00,229689.52,0.00,0.00,252.85,24.54,25.69,-0.11,0.46,19.30,0.25,0.00,2.24,1.26,0.48,5.88
2024-11-03 05:02:00,537555.75,2024.00,11.00,3.00,4.00,55.00,47.00,16.76,37.84,0.05,-3.50,0.00,0.00,16.71,19.11,18.21,16.90,17.18,16.99,17.09,16.71,17.46,15.24,98.20,285.37,0.00,0.00,-0.01,21.55,28.34,-3.75,7.93,-0.24,22.48,-0.37,0.00,0.00,0.00,-0.52,20.17,0.00,0.00,229689.52,0.00,0.00,256.25,24.54,25.69,-0.09,0.48,19.35,0.38,0.00,3.35,0.53,0.59,6.18
2024-11-03 05:04:00,537555.75,2024.00,11.00,3.00,4.00,57.00,46.00,16.85,37.84,0.05,-3.14,0.00,0.00,16.59,18.80,18.08,16.87,17.15,16.78,16.87,16.59,17.34,15.24,98.14,285.37,0.00,0.00,-0.01,21.52,28.33,-3.75,7.93,-0.28,22.46,-0.37,0.00,0.00,0.06,-0.56,20.17,0.00,0.00,229689.52,0.00,0.00,265.14,24.52,25.69,-0.11,0.48,19.35,0.56,0.09,2.51,0.69,0.57,6.43
2024-11-03 05:06:00,537555.75,2024.00,11.00,3.00,4.00,59.00,37.00,16.76,37.90,0.05,-4.77,0.00,0.00,16.65,18.86,18.14,16.93,17.02,16.84,17.02,16.56,17.49,15.23,98.18,285.37,0.00,0.00,-0.01,21.50,28.33,-3.75,7.92,-0.28,22.46,-0.40,0.00,0.00,0.02,-0.46,20.14,0.00,0.00,229689.52,0.00,0.00,257.01,24.52,25.69,-0.12,0.49,19.33,0.62,0.04,2.76,0.58,0.41,5.88
2024-11-03 05:08:00,537555.75,2024.00,11.00,3.00,5.00,1.00,46.00,16.85,38.04,0.06,1.88,0.00,0.00,16.78,18.80,18.08,16.87,16.96,16.78,16.96,16.50,17.34,15.23,98.21,285.37,0.00,0.00,0.00,21.50,28.30,-3.75,7.92,-0.28,22.44,-0.38,0.00,0.00,0.02,-0.52,20.14,0.00,0.00,229689.52,0.00,0.00,260.00,24.50,25.50,-0.10,0.49,19.31,0.59,0.10,2.01,0.74,0.62,6.47
2024-11-03 05:10:00,537555.75,2024.00,11.00,3.00,5.00,3.00,46.00,16.76,38.04,0.05,-4.68,0.00,0.00,16.59,18.80,18.08,16.87,16.87,16.78,16.96,16.59,17.34,15.24,98.11,285.37,0.00,0.00,-0.01,21.47,28.30,-3.75,7.93,-0.29,22.44,-0.44,0.00,0.00,0.03,-0.49,20.13,0.00,0.00,229689.52,0.00,0.00,260.76,24.50,25.50,-0.12,0.49,19.35,0.88,0.07,2.36,0.66,0.56,6.07
2024-11-03 05:12:00,537555.75,2024.00,11.00,3.00,5.00,5.00,46.00,16.85,38.10,0.06,-4.25,0.00,0.00,16.84,18.86,18.14,16.93,16.93,16.84,17.02,16.56,17.40,15.23,98.14,285.37,0.00,0.00,-0.01,21.47,28.28,-3.75,7.92,-0.28,22.40,-0.44,0.00,0.00,0.01,-0.52,20.13,0.00,0.00,229689.52,0.00,0.00,255.14,24.47,25.50,-0.10,0.50,19.31,0.81,0.05,3.34,0.69,0.71,6.27
2024-11-03 05:14:00,537555.75,2024.00,11.00,3.00,5.00,7.00,46.00,16.85,38.16,0.05,1.82,0.00,0.00,16.65,18.86,18.14,16.93,17.02,16.84,17.02,16.65,17.40,15.24,98.14,285.37,0.00,0.00,-0.01,21.44,28.25,-3.75,7.92,-0.24,22.40,-0.34,0.00,0.00,0.02,-0.46,20.13,0.00,0.00,229689.52,0.00,0.00,257.71,24.45,25.50,-0.10,0.49,19.37,0.19,0.06,1.54,0.86,0.48,6.20
2024-11-03 05:16:00,537555.75,2024.00,11.00,3.00,5.00,9.00,33.00,16.85,38.16,0.05,1.61,0.00,0.00,16.84,18.86,18.14,16.93,17.12,16.93,16.93,16.65,17.40,15.23,98.18,285.37,0.00,0.00,-0.01,21.44,28.25,-3.75,7.92,-0.21,22.38,-0.31,0.00,0.00,0.02,-0.52,20.09,0.00,0.00,229689.52,0.00,0.00,253.54,24.45,25.50,-0.10,0.50,19.32,0.61,0.10,3.36,0.54,0.50,6.20
2024-11-03 05:18:00,537555.75,2024.00,11.00,3.00,5.00,11.00,40.00,16.85,38.24,0.05,-4.74,0.00,0.00,16.96,18.80,18.18,16.96,17.06,16.96,16.96,16.59,17.43,15.23,98.15,285.37,0.00,0.00,0.00,21.42,28.22,-3.75,7.92,-0.31,22.38,-0.35,0.00,0.00,0.01,-0.52,20.09,0.00,0.00,229689.52,0.00,0.00,258.61,24.42,25.50,-0.11,0.49,19.34,0.38,0.00,2.05,0.63,0.26,6.20
2024-11-03 05:20:00,537555.75,2024.00,11.00,3.00,5.00,13.00,42.00,16.91,38.30,0.05,0.60,0.00,0.00,16.56,18.86,18.14,16.93,16.93,16.84,16.93,16.56,17.40,15.24,98.13,285.37,0.00,0.00,0.00,21.39,28.22,-3.75,7.92,-0.29,22.36,-0.40,0.00,0.00,0.01,-0.52,20.09,0.00,0.00,229689.52,0.00,0.00,252.64,24.42,25.50,-0.10,0.49,19.33,0.30,0.00,2.45,0.60,0.60,6.15
2024-11-03 05:22:00,537555.75,2024.00,11.00,3.00,5.00,15.00,46.00,16.97,38.30,0.06,-3.28,0.00,0.00,16.62,18.92,18.11,16.99,17.18,16.99,16.90,16.71,17.46,15.23,98.15,285.37,0.00,0.00,0.00,21.39,28.21,-3.75,7.92,-0.28,22.36,-0.35,0.00,0.00,0.01,-0.49,20.07,0.00,0.00,229689.52,0.00,0.00,257.78,24.39,25.50,-0.09,0.48,19.29,0.38,0.01,1.56,1.04,0.33,6.07
2024-11-03 05:24:00,537555.75,2024.00,11.00,3.00,5.00,17.00,32.00,16.97,38.44,0.06,-2.53,0.00,0.00,16.56,18.95,18.14,16.93,17.02,16.93,16.93,16.65,17.49,15.23,98.14,285.37,0.00,0.00,0.00,21.38,28.21,-3.75,7.92,-0.21,22.35,-0.31,0.00,0.00,0.01,-0.46,20.07,0.00,0.00,229689.52,0.00,0.00,256.46,24.39,25.50,-0.10,0.48,19.36,0.30,0.01,1.72,0.76,0.32,6.07
2024-11-03 05:26:00,537555.75,2024.00,11.00,3.00,5.00,19.00,46.00,16.97,38.44,0.06,-0.99,0.00,0.00,16.74,18.86,18.14,16.93,17.12,16.93,17.02,16.65,17.49,15.23,98.20,285.37,0.00,0.00,0.00,21.38,28.17,-3.75,7.91,-0.24,22.35,-0.44,0.00,0.00,0.01,-0.52,20.05,0.00,0.00,229689.52,0.00,0.00,261.25,24.37,25.50,-0.10,0.49,19.36,0.44,0.07,1.72,0.51,0.35,5.82
2024-11-03 05:28:00,537555.75,2024.00,11.00,3.00,5.00,21.00,47.00,16.91,38.56,0.05,-3.75,0.00,0.00,16.74,18.86,18.14,17.02,17.12,16.93,16.93,16.56,17.30,15.23,98.17,285.37,0.00,0.00,-0.01,21.34,28.17,-3.75,7.91,-0.32,22.31,-0.49,0.00,0.00,0.02,-0.52,20.05,0.00,0.00,229689.52,0.00,0.00,262.92,24.36,25.32,-0.10,0.48,19.32,0.56,0.10,2.18,0.72,0.56,6.25
2024-11-03 05:30:00,537555.75,2024.00,11.00,3.00,5.00,23.00,43.00,16.97,38.56,0.06,2.19,0.00,0.00,16.65,18.86,18.24,16.93,16.93,16.93,17.02,16.65,17.30,15.23,98.18,285.37,0.00,0.00,-0.01,21.32,28.17,-3.75,7.91,-0.21,22.31,-0.38,0.00,0.00,0.03,-0.56,20.02,0.00,0.00,229689.52,0.00,0.00,264.51,24.36,25.36,-0.10,0.48,19.33,0.25,0.03,4.25,0.46,0.56,6.15
2024-11-03 05:32:00,537555.75,2024.00,11.00,3.00,5.00,25.00,45.00,17.02,38.56,0.05,0.69,0.00,0.00,16.71,18.92,18.30,16.81,17.18,16.81,17.09,16.81,17.37,15.23,98.19,285.37,0.00,0.00,0.00,21.32,28.16,-3.75,7.91,-0.28,22.28,-0.40,0.00,0.00,0.02,-0.52,20.02,0.00,0.00,229689.52,0.00,0.00,255.97,24.33,25.31,-0.09,0.48,19.31,0.94,0.12,2.20,0.97,0.65,5.97
2024-11-03 05:34:00,537555.75,2024.00,11.00,3.00,5.00,27.00,45.00,16.97,38.65,0.05,-4.03,0.00,0.00,16.62,18.92,18.21,16.81,17.09,16.81,16.99,16.71,17.37,15.23,98.14,285.37,0.00,0.00,-0.01,21.30,28.16,-3.75,7.91,-0.28,22.27,-0.31,0.00,0.00,0.01,-0.52,20.02,0.00,0.00,229689.52,0.00,0.00,254.17,24.33,25.36,-0.11,0.49,19.34,0.38,0.05,2.30,0.56,0.62,6.49
2024-11-03 05:36:00,537555.75,2024.00,11.00,3.00,5.00,29.00,31.00,17.11,38.76,0.05,-3.36,0.00,0.00,16.62,18.92,18.21,16.81,17.09,16.81,16.99,16.71,17.37,15.23,98.10,285.37,0.00,0.00,0.00,21.30,28.13,-3.75,7.91,-0.28,22.27,-0.34,0.00,0.00,0.04,-0.46,19.99,0.00,0.00,229689.52,0.00,0.00,257.08,24.29,25.37,-0.10,0.49,19.33,0.24,0.09,2.36,0.45,0.69,6.25
2024-11-03 05:38:00,537555.75,2024.00,11.00,3.00,5.00,31.00,46.00,16.97,38.82,0.05,-4.57,0.00,0.00,16.62,18.92,18.11,16.99,17.27,16.99,16.81,16.81,17.37,15.24,98.17,285.37,0.00,0.00,-0.01,21.28,28.13,-3.75,7.91,-0.24,22.27,-0.44,0.00,0.00,0.01,-0.49,19.99,0.00,0.00,229689.52,0.00,0.00,261.88,24.29,25.31,-0.11,0.49,19.38,0.78,0.01,2.68,0.46,0.42,6.30
2024-11-03 05:40:00,537555.75,2024.00,11.00,3.00,5.00,33.00,47.00,17.11,38.82,0.05,2.06,0.00,0.00,16.62,18.83,18.21,16.99,17.27,16.99,16.99,16.71,17.37,15.23,98.15,285.37,0.00,0.00,-0.01,21.25,28.13,-3.75,7.91,-0.32,22.23,-0.37,0.00,0.00,0.02,-0.52,19.98,0.00,0.00,229689.52,0.00,0.00,255.35,24.28,25.31,-0.11,0.48,19.32,0.25,0.05,2.65,0.48,0.55,6.38
2024-11-03 05:42:00,537555.75,2024.00,11.00,3.00,5.00,35.00,47.00,17.11,38.90,0.05,-3.39,0.00,0.00,16.74,18.86,18.14,16.84,17.21,17.02,16.84,16.84,17.40,15.23,98.20,285.37,0.00,0.00,0.00,21.25,28.10,-3.75,7.91,-0.21,22.22,-0.38,0.00,0.00,0.01,-0.52,19.98,0.00,0.00,229689.52,0.00,0.00,258.54,24.25,25.31,-0.10,0.47,19.32,0.19,0.00,2.93,0.57,0.70,6.35
2024-11-03 05:44:00,537555.75,2024.00,11.00,3.00,5.00,37.00,36.00,17.17,38.96,0.06,-2.86,0.00,0.00,16.74,18.86,18.24,16.84,17.02,16.84,17.02,16.65,17.30,15.24,98.14,285.37,0.00,0.00,-0.01,21.23,28.10,-3.75,7.91,-0.24,22.22,-0.34,0.00,0.00,0.01,-0.46,19.98,0.00,0.00,229689.52,0.00,0.00,255.00,24.25,25.31,-0.10,0.48,19.33,0.31,0.01,1.97,0.35,0.60,6.43
2024-11-03 05:46:00,537555.75,2024.00,11.00,3.00,5.00,39.00,46.00,17.11,39.02,0.05,1.35,0.00,0.00,16.65,18.86,18.14,16.84,17.12,16.84,16.84,16.65,17.30,15.23,98.13,285.37,0.00,0.00,-0.01,21.23,28.08,-3.75,7.91,-0.29,22.19,-0.35,0.00,0.00,0.01,-0.56,19.94,0.00,0.00,229689.52,0.00,0.00,268.82,24.21,25.31,-0.10,0.49,19.32,0.25,0.00,3.40,0.23,0.55,6.00
2024-11-03 05:48:00,537555.75,2024.00,11.00,3.00,5.00,41.00,33.00,17.17,39.11,0.05,-3.49,0.00,0.00,16.65,18.86,18.14,16.84,17.12,16.74,16.84,16.74,17.30,15.23,98.14,285.37,0.00,0.00,-0.01,21.20,28.06,-3.75,7.91,-0.28,22.19,-0.37,0.00,0.00,0.02,-0.56,19.94,0.00,0.00,229689.52,0.00,0.00,257.71,24.20,25.31,-0.10,0.47,19.34,0.02,0.02,2.44,0.37,0.41,6.57
2024-11-03 05:50:00,537555.75,2024.00,11.00,3.00,5.00,43.00,47.00,17.17,39.02,0.06,2.00,0.00,0.00,16.71,18.92,18.21,16.90,17.18,16.81,17.09,16.81,17.37,15.22,98.14,285.37,0.00,0.00,0.00,21.20,28.04,-3.75,7.90,-0.21,22.15,-0.49,0.00,0.00,0.02,-0.46,19.94,0.00,0.00,229689.52,0.00,0.00,253.54,24.20,25.31,-0.11,0.47,19.32,0.81,0.04,2.05,0.67,0.60,6.05
2024-11-03 05:52:00,537555.75,2024.00,11.00,3.00,5.00,45.00,47.00,17.22,39.16,0.05,-4.79,0.00,0.00,16.62,18.92,18.21,16.90,17.18,16.71,17.09,16.81,17.27,15.24,98.13,285.37,0.00,0.00,0.00,21.17,28.04,-3.75,7.90,-0.31,22.15,-0.34,0.00,0.00,0.01,-0.52,19.93,0.00,0.00,229689.52,0.00,0.00,253.06,24.18,25.31,-0.10,0.47,19.38,0.31,0.01,3.23,0.27,0.51,6.35
2024-11-03 05:54:00,537555.75,2024.00,11.00,3.00,5.00,47.00,33.00,17.22,39.11,0.06,-4.54,0.00,0.00,16.62,18.92,18.02,16.81,17.09,16.81,17.09,16.71,17.27,15.24,98.16,285.37,0.00,0.00,-0.01,21.17,28.01,-3.75,7.90,-0.24,22.14,-0.32,0.00,0.00,0.03,-0.56,19.93,0.00,0.00,229689.52,0.00,0.00,258.61,24.18,25.31,-0.10,0.46,19.31,0.25,0.00,3.24,0.39,0.59,5.78
2024-11-03 05:56:00,537555.75,2024.00,11.00,3.00,5.00,49.00,41.00,17.22,39.22,0.05,-2.19,0.00,0.00,16.81,18.83,18.02,16.90,17.18,16.81,16.90,16.71,17.27,15.23,98.16,285.37,0.00,0.00,0.00,21.15,28.01,-3.75,7.90,-0.28,22.14,-0.46,0.00,0.00,0.02,-0.46,19.90,0.00,0.00,229689.52,0.00,0.00,264.10,24.16,25.30,-0.10,0.47,19.30,0.56,0.12,2.60,0.60,0.47,6.30
2024-11-03 05:58:00,537555.75,2024.00,11.00,3.00,5.00,51.00,46.00,17.22,39.31,0.06,0.42,0.00,0.00,16.62,18.83,18.02,16.90,17.09,16.71,16.90,16.71,17.27,15.23,98.16,285.37,0.00,0.00,0.00,21.15,27.98,-3.75,7.90,-0.28,22.11,-0.37,0.00,0.00,0.01,-0.52,19.90,0.00,0.00,229689.52,0.00,0.00,260.14,24.16,25.12,-0.09,0.47,19.33,0.25,0.02,3.33,0.52,0.24,5.97
