数据时间,入炉垃圾量,系统时间年,系统时间月,系统时间日,系统时间小时,系统时间分钟,系统时间秒,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2025-06-01 02:48:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:50:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1054.92,902.15,1130.84,1044.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.69,23.43,--,--,--,--,--,--,--,--,154.12,-0.32,22.12,8.70,0.38,0.50,62.92,44.30,1.61,14.25
2025-06-01 02:50:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1080.39,1138.67,1069.51,1104.92,1136.79,42.76,99.62,294.12,--,--,1.82,--,153.14,45.17,6.56,85.88,--,17.62,--,--,--,--,--,--,--,273055.50,--,--,1367.29,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:50:03,639725.94,2025.00,6.00,1.00,2.00,49.00,1.00,32.35,31.69,35.70,106.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.57,--,--,--,--,69.22,--,--,--,--,--,188.49,--,--,--,--,--,--,154.13,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:50:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:52:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1054.72,902.62,1129.27,1045.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.90,23.92,--,--,--,--,--,--,--,--,154.12,-0.30,22.01,9.11,0.75,0.97,62.23,14.79,1.38,13.48
2025-06-01 02:52:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1079.80,1143.33,1068.82,1091.91,1141.05,38.93,99.57,294.12,--,--,1.83,--,152.95,45.20,6.58,61.16,--,18.50,--,--,--,--,--,--,--,273055.50,--,--,1185.76,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:52:03,639729.75,2025.00,6.00,1.00,2.00,51.00,4.00,593.81,594.35,35.53,114.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.34,--,--,--,--,69.30,--,--,--,--,--,188.43,--,--,--,--,--,--,153.99,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:52:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:54:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1053.10,902.27,1127.50,1045.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.04,23.59,--,--,--,--,--,--,--,--,154.12,-0.29,21.83,9.28,0.88,2.70,72.20,6.05,1.20,14.32
2025-06-01 02:54:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1077.41,1144.27,1065.10,1089.40,1139.91,41.64,99.61,294.12,--,--,1.82,--,152.69,45.22,6.60,40.88,--,17.56,--,--,--,--,--,--,--,273055.50,--,--,1309.72,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:54:03,639729.75,2025.00,6.00,1.00,2.00,52.00,47.00,313.82,313.45,35.50,113.50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,229.87,--,--,--,--,69.36,--,--,--,--,--,188.43,--,--,--,--,--,--,153.90,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:54:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:56:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1053.88,902.27,1125.83,1044.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.77,22.91,--,--,--,--,--,--,--,--,153.94,-0.32,21.97,9.33,0.94,1.43,63.42,13.90,1.16,13.95
2025-06-01 02:56:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1077.11,1143.57,1062.78,1097.02,1136.22,38.68,99.56,294.12,--,--,1.82,--,152.24,45.35,6.64,46.24,--,17.62,--,--,--,--,--,--,--,273055.50,--,--,1190.21,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:56:03,639729.75,2025.00,6.00,1.00,2.00,54.00,44.00,41.15,40.89,35.52,105.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,229.16,--,--,--,--,69.43,--,--,--,--,--,188.37,--,--,--,--,--,--,153.74,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:56:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:58:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1054.66,903.37,1129.87,1044.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.89,23.21,--,--,--,--,--,--,--,--,153.75,-0.30,22.06,9.13,0.69,0.30,60.01,22.27,0.70,14.35
2025-06-01 02:58:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1083.35,1143.97,1065.49,1109.56,1136.93,40.18,99.54,294.12,--,--,1.81,--,151.59,44.99,6.64,32.23,--,17.59,--,--,--,--,--,--,--,273055.50,--,--,1235.21,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:58:03,639729.75,2025.00,6.00,1.00,2.00,56.00,55.00,372.60,371.53,35.56,112.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.50,--,--,--,--,69.54,--,--,--,--,--,188.19,--,--,--,--,--,--,153.46,--,--,--,--,--,--,--,--,--,--
2025-06-01 02:58:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:00:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1055.99,904.96,1131.57,1044.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.92,23.07,--,--,--,--,--,--,--,--,153.74,-0.30,22.39,8.85,0.75,0.04,59.69,32.26,0.66,14.10
2025-06-01 03:00:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1086.67,1145.48,1068.86,1104.96,1137.03,42.94,99.56,294.12,--,--,1.82,--,151.06,45.10,6.65,26.96,--,17.67,--,--,--,--,--,--,--,273055.50,--,--,1356.60,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:00:03,639729.75,2025.00,6.00,1.00,2.00,59.00,3.00,458.80,457.86,35.55,111.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.21,--,--,--,--,69.73,--,--,--,--,--,188.03,--,--,--,--,--,--,153.19,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:00:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:02:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1055.90,905.40,1128.70,1045.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.16,23.13,--,--,--,--,--,--,--,--,153.75,-0.26,22.39,8.93,0.75,0.40,63.65,7.71,0.62,14.34
2025-06-01 03:02:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1084.50,1144.47,1068.30,1099.76,1136.22,40.76,99.61,294.12,--,--,1.83,--,150.68,45.18,6.67,34.56,--,17.50,--,--,--,--,--,--,--,273055.50,--,--,1269.44,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:02:03,639729.75,2025.00,6.00,1.00,3.00,1.00,4.00,112.11,111.83,35.47,104.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.06,--,--,--,--,69.79,--,--,--,--,--,187.86,--,--,--,--,--,--,152.95,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:02:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:04:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1058.21,906.24,1132.64,1045.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.01,23.01,--,--,--,--,--,--,--,--,153.75,-0.29,22.41,9.00,0.72,0.20,65.85,2.47,0.45,14.50
2025-06-01 03:04:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1087.23,1145.48,1069.74,1111.92,1138.30,42.38,99.56,294.12,--,--,1.82,--,150.35,45.23,6.69,28.96,--,17.59,--,--,--,--,--,--,--,273055.50,--,--,1329.10,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:04:03,639729.75,2025.00,6.00,1.00,3.00,3.00,4.00,227.50,226.84,35.62,108.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,227.86,--,--,--,--,69.83,--,--,--,--,--,187.80,--,--,--,--,--,--,152.73,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:04:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:06:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1061.60,908.37,1134.45,1046.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.89,23.26,--,--,--,--,--,--,--,--,153.94,-0.33,22.71,8.61,0.62,1.67,64.44,95.13,0.68,15.05
2025-06-01 03:06:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1090.26,1147.26,1074.88,1111.52,1141.38,43.33,99.65,294.12,--,--,1.82,--,150.22,45.31,6.69,28.73,--,17.65,--,--,--,--,--,--,--,273058.50,--,--,1350.62,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:06:03,639735.00,2025.00,6.00,1.00,3.00,5.00,4.00,571.03,569.77,35.72,114.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.01,--,--,--,--,69.90,--,--,--,--,--,187.73,--,--,--,--,--,--,152.57,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:06:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:08:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1061.21,908.46,1126.23,1048.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.09,23.37,--,--,--,--,--,--,--,--,154.12,-0.34,23.09,8.48,0.32,4.62,53.05,110.15,0.67,15.48
2025-06-01 03:08:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1087.92,1151.43,1079.34,1123.26,1148.07,42.70,99.57,294.12,--,--,1.82,--,150.26,45.15,6.71,26.04,--,17.64,--,--,--,--,--,--,--,273058.50,--,--,1302.92,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:08:03,639735.00,2025.00,6.00,1.00,3.00,7.00,4.00,219.31,218.82,35.72,116.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.50,--,--,--,--,69.83,--,--,--,--,--,187.72,--,--,--,--,--,--,152.41,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:08:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:10:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1063.72,909.12,1128.10,1049.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.93,22.99,--,--,--,--,--,--,--,--,154.31,-0.32,22.32,9.43,0.38,2.68,66.29,2.33,1.02,13.70
2025-06-01 03:10:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1091.84,1157.94,1082.76,1125.73,1152.95,41.18,99.62,294.12,--,--,1.82,--,150.46,45.06,6.73,25.41,--,17.62,--,--,--,--,--,--,--,273058.50,--,--,1264.31,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:10:03,639739.88,2025.00,6.00,1.00,3.00,9.00,3.00,180.75,179.60,35.73,107.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.82,--,--,--,--,69.55,--,--,--,--,--,187.63,--,--,--,--,--,--,152.40,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:10:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:12:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1065.98,910.31,1129.57,1051.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.97,22.98,--,--,--,--,--,--,--,--,154.31,-0.36,22.19,9.11,0.81,6.34,75.61,3.08,1.28,14.52
2025-06-01 03:12:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1094.18,1160.44,1086.08,1123.76,1153.52,44.45,99.64,294.12,--,--,1.82,--,150.67,45.26,6.73,31.67,--,17.65,--,--,--,--,--,--,--,273058.50,--,--,1423.06,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:12:03,639739.88,2025.00,6.00,1.00,3.00,10.00,45.00,455.41,455.01,35.58,105.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228.94,--,--,--,--,69.46,--,--,--,--,--,187.72,--,--,--,--,--,--,152.41,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:12:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:14:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1067.71,911.06,1127.10,1054.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.81,23.26,--,--,--,--,--,--,--,--,154.50,-0.32,22.56,8.66,0.69,11.50,70.85,2.76,1.49,15.18
2025-06-01 03:14:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1093.69,1162.43,1090.06,1128.40,1157.43,43.71,99.60,294.12,--,--,1.82,--,151.14,45.25,6.74,40.38,--,17.53,--,--,--,--,--,--,--,273058.50,--,--,1336.39,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:14:03,639745.88,2025.00,6.00,1.00,3.00,13.00,3.00,333.58,333.38,35.62,113.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,229.50,--,--,--,--,69.47,--,--,--,--,--,187.72,--,--,--,--,--,--,152.52,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:14:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:16:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1069.54,911.62,1132.34,1056.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.01,23.07,--,--,--,--,--,--,--,--,154.84,-0.34,22.35,9.18,0.88,9.74,72.50,0.59,1.80,15.93
2025-06-01 03:16:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1096.43,1165.44,1095.83,1133.45,1161.55,44.08,99.54,294.12,--,--,1.39,--,151.65,45.88,6.74,73.68,--,17.65,--,--,--,--,--,--,--,273058.50,--,--,1384.31,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:16:03,639745.88,2025.00,6.00,1.00,3.00,15.00,4.00,87.84,87.27,35.78,118.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,229.91,--,--,--,--,69.30,--,--,--,--,--,187.69,--,--,--,--,--,--,152.67,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:16:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:18:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1070.72,912.47,1129.57,1059.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.95,23.51,--,--,--,--,--,--,--,--,154.88,-0.29,22.27,8.88,1.00,20.54,77.15,1.41,2.39,15.73
2025-06-01 03:18:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1097.02,1166.96,1098.57,1126.53,1160.94,44.20,99.63,294.12,--,--,1.40,--,152.22,45.77,6.71,52.01,--,17.50,--,--,--,--,--,--,--,273058.50,--,--,1375.69,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:18:03,639745.88,2025.00,6.00,1.00,3.00,17.00,0.00,383.87,384.07,35.68,107.95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.39,--,--,--,--,69.26,--,--,--,--,--,187.73,--,--,--,--,--,--,152.87,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:18:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:20:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1071.74,912.53,1128.17,1061.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.84,24.11,--,--,--,--,--,--,--,--,155.06,-0.34,22.25,9.05,1.19,25.69,72.12,0.59,3.09,15.60
2025-06-01 03:20:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1096.89,1168.22,1099.63,1138.47,1162.30,43.38,99.65,294.12,--,--,1.40,--,152.60,45.82,6.68,132.28,--,17.58,--,--,--,--,--,--,--,273058.50,--,--,1338.47,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:20:03,639745.88,2025.00,6.00,1.00,3.00,19.00,4.00,563.07,562.61,35.65,110.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.67,--,--,--,--,69.16,--,--,--,--,--,187.80,--,--,--,--,--,--,153.07,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:20:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:22:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1073.01,913.06,1131.74,1063.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.92,24.11,--,--,--,--,--,--,--,--,155.06,-0.32,22.14,9.28,1.12,22.08,74.25,0.59,3.36,15.15
2025-06-01 03:22:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1100.99,1170.12,1103.14,1153.59,1165.31,43.88,99.53,294.12,--,--,1.40,--,152.77,45.85,6.66,173.83,--,17.58,--,--,--,--,--,--,--,273058.50,--,--,1362.92,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:22:03,639745.88,2025.00,6.00,1.00,3.00,21.00,3.00,364.32,366.10,35.58,101.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.67,--,--,--,--,69.11,--,--,--,--,--,187.85,--,--,--,--,--,--,153.16,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:22:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:24:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1076.26,914.41,1134.65,1065.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.96,23.02,--,--,--,--,--,--,--,--,155.06,-0.33,22.18,9.01,0.56,30.01,74.65,0.54,3.91,15.62
2025-06-01 03:24:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1106.61,1172.96,1109.96,1170.15,1167.13,41.69,99.59,294.12,--,--,1.39,--,152.85,45.72,6.65,197.50,--,17.53,--,--,--,--,--,--,--,273062.38,--,--,1282.85,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:24:03,639745.88,2025.00,6.00,1.00,3.00,23.00,3.00,119.65,117.09,35.70,112.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.70,--,--,--,--,69.13,--,--,--,--,--,187.86,--,--,--,--,--,--,153.24,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:24:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:26:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1080.33,916.26,1137.70,1068.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.27,23.37,--,--,--,--,--,--,--,--,155.06,-0.33,22.28,8.97,0.68,39.89,71.86,0.08,4.48,15.50
2025-06-01 03:26:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1111.32,1176.70,1116.07,1167.03,1170.25,45.46,99.61,294.12,--,--,1.40,--,152.91,45.86,6.60,206.96,--,17.59,--,--,--,--,--,--,--,273062.38,--,--,1441.46,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:26:03,639745.88,2025.00,6.00,1.00,3.00,25.00,4.00,87.07,86.41,35.63,107.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.82,--,--,--,--,69.13,--,--,--,--,--,187.95,--,--,--,--,--,--,153.26,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:26:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:28:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1081.87,917.29,1133.45,1071.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.08,23.18,--,--,--,--,--,--,--,--,155.06,-0.31,22.26,8.96,0.81,45.95,72.19,0.24,5.17,14.62
2025-06-01 03:28:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1112.02,1177.52,1120.60,1162.73,1168.45,42.19,99.56,294.12,--,--,1.40,--,153.07,45.88,6.56,202.18,--,17.68,--,--,--,--,--,--,--,273062.38,--,--,1333.89,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:28:03,639745.88,2025.00,6.00,1.00,3.00,26.00,56.00,360.09,359.54,35.80,115.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.86,--,--,--,--,69.13,--,--,--,--,--,188.15,--,--,--,--,--,--,153.31,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:28:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:30:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1082.46,917.64,1132.54,1073.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.08,23.47,--,--,--,--,--,--,--,--,155.06,-0.28,21.95,9.29,0.56,41.06,75.14,0.28,5.01,14.35
2025-06-01 03:30:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1112.42,1177.11,1121.00,1163.65,1166.96,42.20,99.60,294.12,--,--,1.39,--,152.87,45.01,6.51,213.50,--,17.65,--,--,--,--,--,--,--,273062.38,--,--,1315.90,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 03:30:03,639745.88,2025.00,6.00,1.00,3.00,29.00,2.00,588.92,588.63,35.80,111.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,230.57,--,--,--,--,68.94,--,--,--,--,--,188.83,--,--,--,--,--,--,153.24,--,--,--,--,--,--,--,--,--,--
