数据时间,入炉垃圾量,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2025-06-01 02:04:00,639707,553.41,552.8,36.67,127.3,0,1,1056.97,910.78,1129.4,1053.78,1085.78,1155.54,1074,1101.52,1144.37,41.44,99.58,294.12,0,0,1.83,227.86,150.94,45.16,6.56,226.62,67.55,18.59,0,0,6.99,20.24,189.79,0,0,273046.19,0,0,1296.74,154.92,154.69,-0.35,20.02,9.34,0.76,13.78,68.37,2.93,2.45,14.22
2025-06-01 02:06:00,639707,208.3,207.84,36.95,125.46,0,1,1056.58,910.4,1123.86,1054.17,1085.39,1156.15,1073.9,1102.71,1140.98,41.19,99.55,294.12,0,0,1.83,227.86,150.1,45.35,6.56,227.53,67.44,18.52,0,0,6.72,19.64,189.52,0,0,273046.19,0,0,1262.99,154.13,154.5,-0.29,19.97,9.35,0.74,20.19,69.85,0.9,2.46,14.57
2025-06-01 02:08:00,639712.44,105.56,104.61,37.09,125.1,0,1,1053.68,909.21,1114.88,1053.88,1081.61,1153.62,1071.77,1090.06,1136.62,42.51,99.56,294.12,0,0,1.84,228.03,149.75,45.12,6.57,200.08,67.3,19.24,0,0,6.76,20.92,189.21,0,0,273049.47,0,0,1340.28,153.59,154.5,-0.28,19.87,9.63,0.75,21.75,71.49,0.52,2.51,14.9
2025-06-01 02:10:00,639712.44,559.42,558.75,37.59,130.56,0,1,1049.36,906.43,1107.21,1052.93,1074.29,1149.55,1067.32,1084.6,1136.02,43.01,99.58,294.12,0,0,1.84,228.42,149.61,45.2,6.58,179.41,67.21,18.65,0,0,6.67,20.09,188.77,0,0,273049.47,0,0,1340.9,153.11,154.69,-0.4,19.85,9.9,0.94,19.04,72.54,0.77,2.56,14.95
2025-06-01 02:12:00,639716,32.35,31.08,37.69,123.29,0,1,1044.65,903.46,1105.52,1051.18,1071.87,1146.96,1064.9,1084.5,1135.82,43.71,99.57,294.12,0,0,1.83,229.2,149.87,45.09,6.64,144.69,67.19,18.59,0,0,6.86,20.06,188.28,0,0,273049.47,0,0,1374.51,152.79,154.88,-0.26,19.99,9.98,0.81,17.98,73.9,0.4,2.69,15.55
2025-06-01 02:14:00,639716,432.29,432.09,37.69,125.34,0,1,1040.59,901.15,1099.76,1049.06,1068.76,1141.69,1060.92,1083.94,1127.4,43.2,99.54,294.12,0,0,1.83,229.91,150.51,44.74,6.64,117.97,67.27,18.54,0,0,6.73,19.53,188.07,0,0,273049.47,0,0,1358.4,152.75,155.06,-0.3,20.14,9.72,0.56,21.29,77.83,0.74,2.87,15.65
2025-06-01 02:16:00,639721.56,306.95,305.74,37.69,128.37,0,1,1037.81,898.09,1087.63,1047.24,1062.68,1134.82,1055.7,1051.28,1117.64,43.57,99.55,294.12,0,0,1.83,230.23,151.11,44.69,6.65,86.51,67.21,18.66,0,0,6.38,20.13,187.97,0,0,273049.47,0,0,1390.83,152.75,155.06,-0.29,20.08,9.96,1,19.89,79.51,0.51,3.03,14.57
2025-06-01 02:18:00,639721.56,154.24,152.77,37.2,116.92,0,1,1031.46,894.19,1078.65,1044.13,1053.16,1125.6,1048.35,1038.84,1107.08,42.13,99.64,294.12,0,0,1.82,230.31,151.65,44.49,6.68,66.88,67.06,19.63,0,0,6.27,20.24,187.77,0,0,273049.47,0,0,1323.61,152.79,155.07,-0.34,19.84,10.46,0.94,15.95,82.26,0.74,3.47,15.23
2025-06-01 02:20:00,639721.56,554.18,553.12,37.07,123.96,0,1,1025.91,889.86,1079.05,1040.85,1047.11,1118.3,1042.51,1071.44,1101.98,41.18,99.55,294.12,0,0,1.82,230.13,152.02,45.34,6.67,60.66,66.98,19.62,0,0,6.12,19.71,187.54,0,0,273049.47,0,0,1301.11,152.91,155.06,-0.3,19.68,10.66,0.77,14.8,80.14,0.81,3.25,15.04
2025-06-01 02:22:00,639721.56,270.23,270.52,37.07,129.69,0,1,1022.75,887.09,1085.65,1038.26,1048.06,1117.5,1041.05,1070.69,1103.24,42.57,99.61,294.12,0,0,1.82,230,152.14,45.19,6.65,52.17,67.1,19.54,0,0,6.07,19.03,187.35,0,0,273049.47,0,0,1376.88,152.95,154.88,-0.32,19.77,10.25,0.94,13.48,75.57,1.46,3.19,14.98
2025-06-01 02:24:00,639721.56,144.49,142.77,37.15,118.71,0,1,1019.82,885,1093.19,1035.8,1048.09,1121.66,1039.65,1078.29,1111.32,41.95,99.58,294.12,0,0,1.83,229.91,152.02,45.27,6.67,97.53,67.17,19.51,0,0,5.71,19.98,187.26,0,0,273049.47,0,0,1324.65,152.92,154.69,-0.32,19.91,9.84,0.56,16.13,74.31,2.71,2.74,14.72
2025-06-01 02:26:00,639721.56,570.23,569.42,37.09,118.1,0,1,1019.53,883.79,1101.02,1033.89,1050.88,1127.6,1040.3,1092.9,1120.1,43.51,99.55,294.12,0,0,1.83,230.06,152.01,45.26,6.64,101.34,67.21,18.6,0,0,5.94,23.59,187.13,0,0,273049.47,0,0,1431.67,152.91,154.69,-0.28,19.87,9.81,0.26,15.1,79.31,2.76,2.96,14.19
2025-06-01 02:28:00,639721.56,253.76,253.87,36.97,117.93,0,1,1019.82,883.6,1107.61,1032.82,1055.34,1130.87,1041.37,1102.87,1124.73,42.82,99.6,294.12,0,0,1.82,230.52,152.22,45.37,6.61,122.26,67.44,18.65,0,0,5.66,23.7,187.2,0,0,273049.47,0,0,1368.68,153,154.69,-0.29,20.22,9.41,1,17.41,75.72,7.45,2.96,15.55
2025-06-01 02:30:00,639721.56,123.84,122.03,37.17,122.7,0,1,1022.1,884.16,1116.34,1032.24,1058.6,1134.25,1042.8,1097.12,1130.17,44.58,99.55,294.12,0,0,1.83,231.09,152.65,45.34,6.59,144.04,67.71,19.29,0,0,5.82,23.43,187.43,0,0,273052.22,0,0,1426.18,153.16,154.69,-0.36,20.79,9.02,1.06,25.45,68.29,145.26,3.1,16.15
2025-06-01 02:32:00,639721.56,531.15,529.74,37,117.44,0,1,1024.04,885.1,1113.48,1032.43,1061.21,1138.5,1047.34,1107.91,1132.64,42.63,99.62,294.12,0,0,1.82,231.81,153.24,45.01,6.56,152.13,67.88,19.56,0,0,5.62,23.33,187.77,0,0,273052.22,0,0,1353.26,153.38,154.88,-0.34,21.19,8.8,0.62,40.34,51.19,347.29,4,15.35
2025-06-01 02:34:00,639721.56,54.72,53.48,36.92,112.85,0,1,1027.75,886.09,1110.83,1033.21,1065.59,1140.08,1051.76,1126.33,1133.34,41.95,99.56,294.12,0,0,1.82,231.99,153.73,45.27,6.53,172.78,67.91,17.53,0,0,5.56,22.88,188.14,0,0,273052.22,0,0,1324.51,153.62,154.88,-0.3,20.74,9.34,0.69,25.31,62.94,20.99,4.01,15.12
2025-06-01 02:36:00,639721.56,456.68,456.53,36.72,120.32,0,1,1033.31,888.86,1118.33,1034.37,1074.98,1144.57,1059.38,1130.77,1137.9,42.5,99.61,294.12,0,0,1.82,231.95,153.95,45.2,6.52,181.18,67.98,18.63,0,0,5.74,23.47,188.49,0,0,273052.22,0,0,1386.04,153.85,154.7,-0.29,20.68,9.26,0.81,23.29,77.42,1.06,3.75,15
2025-06-01 02:38:00,639721.56,261.89,261.18,36.82,125.84,0,1,1038.78,892.38,1118.63,1036.87,1079.83,1146.25,1067.42,1118.63,1136.93,42.2,99.65,294.12,0,0,1.82,231.93,154.05,45.23,6.5,193.87,68.11,18.68,0,0,5.83,23.86,188.83,0,0,273052.22,0,0,1356.04,153.99,154.69,-0.26,20.86,8.89,0.12,26.58,74.82,2.48,4.34,15.62
2025-06-01 02:40:00,639725.94,212.06,210.68,36.87,125.97,0,1,1043.67,894.88,1118.33,1039.46,1079.83,1144.87,1069.74,1108.97,1134.55,43.46,99.61,294.12,0,0,1.83,231.95,154.15,45.16,6.49,195.52,68.23,18.61,0,0,5.87,22.42,189.08,0,0,273052.22,0,0,1405.28,154.13,154.5,-0.39,20.99,8.94,0.94,24.54,78.48,0.72,3.91,15.23
2025-06-01 02:42:00,639725.94,519.27,517.89,36.67,122.95,0,1,1045.78,896.53,1116.94,1041.18,1079.74,1142.49,1070.92,1109.76,1131.97,40.88,99.61,294.12,0,0,1.82,231.95,154.21,45.31,6.49,194.84,68.36,18.54,0,0,5.84,23.48,188.99,0,0,273052.22,0,0,1312.15,154.23,154.5,-0.29,21.1,8.95,0.88,19.44,77.1,1.57,3.88,14.73
2025-06-01 02:44:00,639725.94,53.86,53.2,36.17,110.52,0,1,1048.48,897.56,1117.04,1042.8,1079.34,1139.81,1070.92,1106.91,1129.67,40.06,99.6,294.12,0,0,1.81,231.73,154.13,45.31,6.49,144.34,68.44,19.6,0,0,6.28,23.26,188.66,0,0,273052.22,0,0,1277.99,154.29,154.43,-0.38,21.14,8.96,0.69,17.41,72.97,3.89,3.68,14.27
2025-06-01 02:46:00,639725.94,353.59,353.79,35.67,114.19,0,1,1050.98,899.4,1124.43,1043.58,1081.12,1138.4,1069.64,1089.11,1127.5,40.76,99.61,294.12,0,0,1.81,231.14,153.82,45.23,6.49,132.83,68.53,18.65,0,0,6.22,23.1,188.54,0,0,273052.22,0,0,1294.24,154.25,154.12,-0.33,21.08,9.04,0.06,11.02,68.91,3.42,3.16,14.8
2025-06-01 02:48:00,639725.94,443.22,441.95,35.55,107.11,0,1,1053.55,901.12,1127.26,1044.23,1080.49,1135.79,1069.02,1101.58,1127.96,40.57,99.55,294.12,0,0,1.81,230.75,153.39,45.08,6.51,110.11,68.81,18.62,0,0,6.41,23.59,188.49,0,0,273055.5,0,0,1287.29,154.21,154.11,-0.26,21.29,8.8,0.41,6.16,66.58,14.92,2.53,14.32
2025-06-01 02:50:00,639725.94,32.35,31.69,35.7,106.62,0,1,1054.92,902.15,1130.84,1044.52,1080.39,1138.67,1069.51,1104.92,1136.79,42.76,99.62,294.12,0,0,1.82,230.57,153.14,45.17,6.56,85.88,69.22,17.62,0,0,6.69,23.43,188.49,0,0,273055.5,0,0,1367.29,154.13,154.12,-0.32,22.12,8.7,0.38,0.5,62.92,44.3,1.61,14.25
2025-06-01 02:52:00,639729.75,593.81,594.35,35.53,114.09,0,1,1054.72,902.62,1129.27,1045,1079.8,1143.33,1068.82,1091.91,1141.05,38.93,99.57,294.12,0,0,1.83,230.34,152.95,45.2,6.58,61.16,69.3,18.5,0,0,6.9,23.92,188.43,0,0,273055.5,0,0,1185.76,153.99,154.12,-0.3,22.01,9.11,0.75,0.97,62.23,14.79,1.38,13.48
2025-06-01 02:54:00,639729.75,313.82,313.45,35.5,113.5,0,1,1053.1,902.27,1127.5,1045.04,1077.41,1144.27,1065.1,1089.4,1139.91,41.64,99.61,294.12,0,0,1.82,229.87,152.69,45.22,6.6,40.88,69.36,17.56,0,0,7.04,23.59,188.43,0,0,273055.5,0,0,1309.72,153.9,154.12,-0.29,21.83,9.28,0.88,2.7,72.2,6.05,1.2,14.32
2025-06-01 02:56:00,639729.75,41.15,40.89,35.52,105.12,0,1,1053.88,902.27,1125.83,1044.74,1077.11,1143.57,1062.78,1097.02,1136.22,38.68,99.56,294.12,0,0,1.82,229.16,152.24,45.35,6.64,46.24,69.43,17.62,0,0,6.77,22.91,188.37,0,0,273055.5,0,0,1190.21,153.74,153.94,-0.32,21.97,9.33,0.94,1.43,63.42,13.9,1.16,13.95
2025-06-01 02:58:00,639729.75,372.6,371.53,35.56,112.18,0,1,1054.66,903.37,1129.87,1044.55,1083.35,1143.97,1065.49,1109.56,1136.93,40.18,99.54,294.12,0,0,1.81,228.5,151.59,44.99,6.64,32.23,69.54,17.59,0,0,6.89,23.21,188.19,0,0,273055.5,0,0,1235.21,153.46,153.75,-0.3,22.06,9.13,0.69,0.3,60.01,22.27,0.7,14.35
2025-06-01 03:00:00,639729.75,458.8,457.86,35.55,111.77,0,1,1055.99,904.96,1131.57,1044.55,1086.67,1145.48,1068.86,1104.96,1137.03,42.94,99.56,294.12,0,0,1.82,228.21,151.06,45.1,6.65,26.96,69.73,17.67,0,0,6.92,23.07,188.03,0,0,273055.5,0,0,1356.6,153.19,153.74,-0.3,22.39,8.85,0.75,0.04,59.69,32.26,0.66,14.1
2025-06-01 03:02:00,639729.75,112.11,111.83,35.47,104.19,0,1,1055.9,905.4,1128.7,1045.2,1084.5,1144.47,1068.3,1099.76,1136.22,40.76,99.61,294.12,0,0,1.83,228.06,150.68,45.18,6.67,34.56,69.79,17.5,0,0,7.16,23.13,187.86,0,0,273055.5,0,0,1269.44,152.95,153.75,-0.26,22.39,8.93,0.75,0.4,63.65,7.71,0.62,14.34
2025-06-01 03:04:00,639729.75,227.5,226.84,35.62,108.49,0,1,1058.21,906.24,1132.64,1045.59,1087.23,1145.48,1069.74,1111.92,1138.3,42.38,99.56,294.12,0,0,1.82,227.86,150.35,45.23,6.69,28.96,69.83,17.59,0,0,7.01,23.01,187.8,0,0,273055.5,0,0,1329.1,152.73,153.75,-0.29,22.41,9,0.72,0.2,65.85,2.47,0.45,14.5
2025-06-01 03:06:00,639735,571.03,569.77,35.72,114.98,0,1,1061.6,908.37,1134.45,1046.37,1090.26,1147.26,1074.88,1111.52,1141.38,43.33,99.65,294.12,0,0,1.82,228.01,150.22,45.31,6.69,28.73,69.9,17.65,0,0,6.89,23.26,187.73,0,0,273058.5,0,0,1350.62,152.57,153.94,-0.33,22.71,8.61,0.62,1.67,64.44,95.13,0.68,15.05
2025-06-01 03:08:00,639735,219.31,218.82,35.72,116.99,0,1,1061.21,908.46,1126.23,1048.19,1087.92,1151.43,1079.34,1123.26,1148.07,42.7,99.57,294.12,0,0,1.82,228.5,150.26,45.15,6.71,26.04,69.83,17.64,0,0,7.09,23.37,187.72,0,0,273058.5,0,0,1302.92,152.41,154.12,-0.34,23.09,8.48,0.32,4.62,53.05,110.15,0.67,15.48
2025-06-01 03:10:00,639739.88,180.75,179.6,35.73,107.29,0,1,1063.72,909.12,1128.1,1049.84,1091.84,1157.94,1082.76,1125.73,1152.95,41.18,99.62,294.12,0,0,1.82,228.82,150.46,45.06,6.73,25.41,69.55,17.62,0,0,6.93,22.99,187.63,0,0,273058.5,0,0,1264.31,152.4,154.31,-0.32,22.32,9.43,0.38,2.68,66.29,2.33,1.02,13.7
2025-06-01 03:12:00,639739.88,455.41,455.01,35.58,105.28,0,1,1065.98,910.31,1129.57,1051.86,1094.18,1160.44,1086.08,1123.76,1153.52,44.45,99.64,294.12,0,0,1.82,228.94,150.67,45.26,6.73,31.67,69.46,17.65,0,0,6.97,22.98,187.72,0,0,273058.5,0,0,1423.06,152.41,154.31,-0.36,22.19,9.11,0.81,6.34,75.61,3.08,1.28,14.52
2025-06-01 03:14:00,639745.88,333.58,333.38,35.62,113.06,0,1,1067.71,911.06,1127.1,1054.37,1093.69,1162.43,1090.06,1128.4,1157.43,43.71,99.6,294.12,0,0,1.82,229.5,151.14,45.25,6.74,40.38,69.47,17.53,0,0,6.81,23.26,187.72,0,0,273058.5,0,0,1336.39,152.52,154.5,-0.32,22.56,8.66,0.69,11.5,70.85,2.76,1.49,15.18
2025-06-01 03:16:00,639745.88,87.84,87.27,35.78,118.71,0,1,1069.54,911.62,1132.34,1056.68,1096.43,1165.44,1095.83,1133.45,1161.55,44.08,99.54,294.12,0,0,1.39,229.91,151.65,45.88,6.74,73.68,69.3,17.65,0,0,7.01,23.07,187.69,0,0,273058.5,0,0,1384.31,152.67,154.84,-0.34,22.35,9.18,0.88,9.74,72.5,0.59,1.8,15.93
2025-06-01 03:18:00,639745.88,383.87,384.07,35.68,107.95,0,1,1070.72,912.47,1129.57,1059.19,1097.02,1166.96,1098.57,1126.53,1160.94,44.2,99.63,294.12,0,0,1.4,230.39,152.22,45.77,6.71,52.01,69.26,17.5,0,0,6.95,23.51,187.73,0,0,273058.5,0,0,1375.69,152.87,154.88,-0.29,22.27,8.88,1,20.54,77.15,1.41,2.39,15.73
2025-06-01 03:20:00,639745.88,563.07,562.61,35.65,110.63,0,1,1071.74,912.53,1128.17,1061.37,1096.89,1168.22,1099.63,1138.47,1162.3,43.38,99.65,294.12,0,0,1.4,230.67,152.6,45.82,6.68,132.28,69.16,17.58,0,0,6.84,24.11,187.8,0,0,273058.5,0,0,1338.47,153.07,155.06,-0.34,22.25,9.05,1.19,25.69,72.12,0.59,3.09,15.6
2025-06-01 03:22:00,639745.88,364.32,366.1,35.58,101.15,0,1,1073.01,913.06,1131.74,1063.04,1100.99,1170.12,1103.14,1153.59,1165.31,43.88,99.53,294.12,0,0,1.4,230.67,152.77,45.85,6.66,173.83,69.11,17.58,0,0,6.92,24.11,187.85,0,0,273058.5,0,0,1362.92,153.16,155.06,-0.32,22.14,9.28,1.12,22.08,74.25,0.59,3.36,15.15
2025-06-01 03:24:00,639745.88,119.65,117.09,35.7,112.69,0,1,1076.26,914.41,1134.65,1065.59,1106.61,1172.96,1109.96,1170.15,1167.13,41.69,99.59,294.12,0,0,1.39,230.7,152.85,45.72,6.65,197.5,69.13,17.53,0,0,6.96,23.02,187.86,0,0,273062.38,0,0,1282.85,153.24,155.06,-0.33,22.18,9.01,0.56,30.01,74.65,0.54,3.91,15.62
2025-06-01 03:26:00,639745.88,87.07,86.41,35.63,107.11,0,1,1080.33,916.26,1137.7,1068.59,1111.32,1176.7,1116.07,1167.03,1170.25,45.46,99.61,294.12,0,0,1.4,230.82,152.91,45.86,6.6,206.96,69.13,17.59,0,0,7.27,23.37,187.95,0,0,273062.38,0,0,1441.46,153.26,155.06,-0.33,22.28,8.97,0.68,39.89,71.86,0.08,4.48,15.5
2025-06-01 03:28:00,639745.88,360.09,359.54,35.8,115.27,0,1,1081.87,917.29,1133.45,1071.28,1112.02,1177.52,1120.6,1162.73,1168.45,42.19,99.56,294.12,0,0,1.4,230.86,153.07,45.88,6.56,202.18,69.13,17.68,0,0,7.08,23.18,188.15,0,0,273062.38,0,0,1333.89,153.31,155.06,-0.31,22.26,8.96,0.81,45.95,72.19,0.24,5.17,14.62
2025-06-01 03:30:00,639745.88,588.92,588.63,35.8,111.19,0,1,1082.46,917.64,1132.54,1073.64,1112.42,1177.11,1121,1163.65,1166.96,42.2,99.6,294.12,0,0,1.39,230.57,152.87,45.01,6.51,213.5,68.94,17.65,0,0,7.08,23.47,188.83,0,0,273062.38,0,0,1315.9,153.24,155.06,-0.28,21.95,9.29,0.56,41.06,75.14,0.28,5.01,14.35
2025-06-01 03:32:00,639745.88,313.82,313.71,35.67,118.06,0,1,1082.76,917.92,1136.42,1075.86,1113.58,1176.39,1119.5,1149.55,1165.14,39.25,99.59,294.12,0,0,1.4,229.83,152.26,44.78,6.49,216.12,68.56,17.53,0,0,6.55,23.13,189.6,0,0,273062.38,0,0,1181.53,153.07,154.69,-0.3,21.23,9.37,0.5,42.18,75.19,0.5,5.16,13.38
2025-06-01 03:34:00,639745.88,9.14,8.17,35.88,106.69,0,1,1080.82,917.64,1137.33,1077.31,1112.42,1174.19,1115.57,1137.39,1161.92,40.18,99.59,294.12,0,0,1.4,228.8,151.38,44.95,6.47,216.29,68.31,17.56,0,0,6.57,23.78,190.1,0,0,273062.38,0,0,1242.78,152.73,154.12,-0.31,20.85,9.32,0.69,33.8,69.61,1.34,4.77,14.23
2025-06-01 03:36:00,639745.88,336.02,336.02,35.87,118.1,0,1,1080.43,917.48,1138,1077.31,1112.32,1172.66,1112.52,1131.97,1159.83,39.44,99.57,294.12,0,0,1.39,227.83,150.34,44.69,6.47,212.64,68.21,17.62,0,0,6.84,23.03,190.32,0,0,273062.38,0,0,1211.94,152.32,153.75,-0.31,20.74,9.35,0.5,20.26,65.63,9.78,4.17,12.54
2025-06-01 03:38:00,639745.88,537.16,536.56,35.83,106.38,0,1,1079.74,919.14,1145.55,1077.11,1113.68,1170.86,1111.22,1131.87,1158.44,39.5,99.61,294.12,0,0,1.39,227.17,149.31,44.84,6.47,211.58,68.15,17.62,0,0,7.24,23.52,190.24,0,0,273062.38,0,0,1196.67,151.85,153.38,-0.32,20.64,9.27,0.61,13.34,65.48,5.72,3.05,13.43
2025-06-01 03:40:00,639745.88,175.83,174.77,35.78,103.64,0,1,1080.82,920.08,1143.97,1077.41,1112.82,1170.15,1111.12,1135.92,1157.94,40.31,99.58,294.12,0,0,1.38,226.92,148.66,44.85,6.47,199.42,68.21,17.58,0,0,7.69,23.67,190.1,0,0,273062.38,0,0,1244.1,151.47,153.19,-0.31,20.69,8.99,1,12.34,67.05,4.12,2.37,14.3
2025-06-01 03:42:00,639745.88,197.83,196.91,35.67,116.1,0,1,1081.31,920.08,1142.19,1077.7,1110.16,1169.27,1111.92,1129.57,1161.04,39.43,99.54,294.12,0,0,1.39,226.87,148.11,44.94,6.48,176.28,68.21,17.56,0,0,7.99,23.33,189.96,0,0,273062.38,0,0,1214.24,151.03,153,-0.35,20.78,8.88,0.69,14.23,66.44,1.61,2.43,13.48
2025-06-01 03:44:00,639751.75,595.33,595.19,35.58,103.97,0,1,1081.41,920.24,1140.98,1078.49,1107.11,1169.27,1110.56,1126.23,1160.84,39.11,99.56,294.12,0,0,1.38,226.88,147.78,44.69,6.5,140.21,68.15,17.53,0,0,8.25,23.47,189.91,0,0,273062.38,0,0,1179.65,150.68,153,-0.3,20.65,9.03,0.92,18.67,64.71,1.2,2.36,13.1
2025-06-01 03:46:00,639751.75,226.58,225.12,35.67,112.36,0,1,1081.12,920.24,1136.93,1078.59,1106.71,1168.05,1110.83,1126.8,1157.94,37.99,99.58,294.12,0,0,1.39,226.8,147.53,44.67,6.49,99.98,68.11,17.62,0,0,8.19,22.96,189.94,0,0,273065.06,0,0,1155.83,150.43,153,-0.3,20.61,9.05,0.94,20.97,63.21,1.5,2.95,13.95
2025-06-01 03:48:00,639751.75,142.19,141.53,35.7,124.03,0,1,1081.71,920.8,1141.48,1079.34,1107.41,1169.47,1111.32,1128.8,1160.44,40.12,99.63,294.12,0,0,1.39,226.57,147.21,45.11,6.54,75,68.07,17.56,0,0,8.2,22.73,189.96,0,0,273065.06,0,0,1248.75,150.14,152.81,-0.25,20.47,9.13,0.69,18.45,65.18,0.71,3.09,14.05
2025-06-01 03:50:00,639751.75,575.92,574.8,35.78,116.06,0,1,1082,921.3,1141.32,1080.16,1107.34,1170.9,1112.35,1121.13,1162.36,40.11,99.62,294.12,0,0,1.39,226.36,146.86,45.91,6.52,49.72,68.06,17.53,0,0,8.21,22.61,189.94,0,0,273065.06,0,0,1252.57,149.81,152.62,-0.3,20.49,8.82,0.69,22.39,65.39,3.89,3.17,13.23
2025-06-01 03:52:00,639751.75,220.29,219.31,35.92,117.97,0,1,1080.85,920.36,1136.46,1080.36,1103.1,1169.2,1109.5,1126.73,1159.46,40.44,99.55,294.12,0,0,1.38,226.31,146.5,45.86,6.54,77.78,67.96,17.61,0,0,8.31,23.7,189.8,0,0,273065.06,0,0,1253.26,149.51,152.62,-0.36,20.39,8.92,0.69,27.26,60.76,7.19,3.71,13.98
2025-06-01 03:54:00,639751.75,124.82,123.96,36.07,116.9,0,1,1080.36,919.55,1138.53,1080.36,1102.91,1169.2,1108.5,1127.53,1160.67,40.88,99.6,294.12,0,0,1.39,226.47,146.23,45.81,6.55,73.8,67.88,17.65,0,0,8.29,23.7,189.6,0,0,273065.06,0,0,1268.61,149.23,152.62,-0.3,20.31,9.19,0.69,27.22,62.72,0.82,3.81,13.57
2025-06-01 03:56:00,639751.75,515.51,514.5,36.13,111.6,0,1,1079.97,919.83,1143.9,1080.56,1104.4,1170.69,1107.44,1139.84,1163.99,40.94,99.62,294.12,0,0,1.39,226.88,146.01,45.81,6.53,74.98,67.83,17.56,0,0,8.22,23.62,189.38,0,0,273065.06,0,0,1269.72,148.96,152.81,-0.29,20.52,8.89,0.8,36.09,58.21,3.27,4.13,14.3
2025-06-01 03:58:00,639751.75,301.92,301.46,36.07,106.05,0,1,1079.37,919.64,1138.63,1080.26,1104.1,1170.9,1107.74,1136.36,1162.06,40.94,99.53,294.12,0,0,1.38,227.27,145.97,45.77,6.5,99.39,67.81,17.61,0,0,8.29,23.24,189.37,0,0,273065.06,0,0,1265.28,148.74,152.81,-0.35,20.54,8.81,1.06,48.19,59.28,14.7,4.77,14.57
2025-06-01 04:00:00,639751.75,67.4,66.71,36.28,120.9,0,1,1078.72,918.8,1137.83,1080.46,1102.54,1169.2,1105.19,1124.06,1159.76,39.94,99.65,294.12,0,0,1.39,227.43,145.91,45.58,6.48,128.28,67.68,17.74,0,0,8.17,24.03,189.34,0,0,273065.06,0,0,1231.74,148.58,153,-0.34,20.41,9.16,0.94,46.47,61.01,4.12,5.46,13.9
2025-06-01 04:02:00,639751.75,419.3,419.44,36.28,122.98,0,1,1077.18,918.73,1142.86,1080,1102.08,1170.52,1102.38,1127.56,1163.11,39.93,99.55,294.12,0,0,1.38,227.27,145.81,45.4,6.43,178.23,67.55,17.51,0,0,8.21,22.9,189.37,0,0,273065.06,0,0,1245.35,148.41,152.81,-0.32,20.16,9.3,0.75,49.96,63.23,0.98,5.77,13.9
2025-06-01 04:04:00,639751.75,468.47,468.12,36.42,115.17,0,1,1078.26,918.17,1145.04,1079.41,1102.57,1171.44,1100.89,1122.23,1163.21,40.12,99.57,294.12,0,0,1.38,227.05,145.57,45.87,6.41,201.83,67.51,18.56,0,0,7.96,23.74,189.42,0,0,273068.06,0,0,1255.76,148.22,152.62,-0.25,20.1,9.12,0.56,51.93,62.89,1.32,5.69,14.4
2025-06-01 04:06:00,639751.75,135.09,135.03,36.43,123.66,0,1,1075.54,918.45,1142.56,1078.55,1097.65,1170.52,1096.39,1093.06,1161.89,40,99.59,294.12,0,0,1.39,226.87,145.25,45.97,6.39,222.49,67.41,18.62,0,0,8.05,23.78,189.45,0,0,273068.06,0,0,1256.11,147.99,152.44,-0.26,19.98,9.16,0.68,50.36,64.45,0.89,5.77,14.35
2025-06-01 04:08:00,639751.75,261.64,260.37,36.68,120.29,0,1,1071.8,915.91,1129.03,1076.49,1087.66,1165.98,1087.16,1076.49,1154.87,40.69,99.53,294.12,0,0,1.39,226.7,144.85,45.82,6.39,222.44,67.3,17.62,0,0,8.21,23.47,189.33,0,0,273068.06,0,0,1270.49,147.71,152.39,-0.32,19.88,9.45,0.75,47.68,66.81,0.59,5.42,13.57
2025-06-01 04:10:00,639751.75,595.33,595.19,36.88,122.44,0,1,1066.08,912.59,1124.66,1073.93,1079.18,1160.17,1078.32,1067.06,1148.87,42.2,99.58,294.12,0,0,1.39,226.74,144.6,45.67,6.38,228.97,67.17,17.62,0,0,8.22,22.96,189,0,0,273068.06,0,0,1353.19,147.46,152.4,-0.29,19.74,9.96,0.7,37.75,65.28,0.11,5.55,14.62
