时间,炉号,预警/报警类型,预警/报警事件
2025-05-23 04:32:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:32:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:32:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:34:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:34:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:34:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:34:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:34:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:34:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:36:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:36:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:36:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:36:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:36:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:36:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:38:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:38:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:38:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:38:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:38:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:38:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:40:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:40:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:40:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:40:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:40:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:40:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:42:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:42:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:42:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:42:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:42:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:42:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:44:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:44:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:44:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:44:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:44:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:44:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:46:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:46:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:46:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:46:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:46:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:46:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:48:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:48:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:48:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:48:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:48:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:48:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:50:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:50:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:50:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:50:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:50:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:50:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:52:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:52:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:52:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:52:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:52:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:52:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:54:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:54:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:54:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:54:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:54:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:54:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:55:00,1,预警,瞬时低炉温焚烧
2025-05-23 04:56:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 04:56:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:56:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:56:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:56:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:56:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:58:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 04:58:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 04:58:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 04:58:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 04:58:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 04:58:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:00:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:00:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:00:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:00:00,1,预警,烟气中一氧化碳（CO）浓度较高
2025-05-23 05:00:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:00:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:00:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:00:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:02:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:02:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:02:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:02:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:02:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:02:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:04:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:04:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:04:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:04:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:04:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:04:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:05:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:06:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:06:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:06:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:06:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:06:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:06:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:08:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:08:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:08:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:08:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:08:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:08:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:10:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:10:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:10:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:10:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:10:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:10:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:10:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:12:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:12:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:12:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:12:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:12:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:12:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:14:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:14:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:14:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:14:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:14:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:14:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:15:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:16:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:16:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:16:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:16:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:16:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:16:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:18:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:18:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:18:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:18:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:18:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:18:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:20:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:20:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:20:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:20:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:20:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:20:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:20:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:22:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:22:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:22:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:22:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:22:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:22:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:24:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:24:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:24:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:24:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:24:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:24:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:25:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:26:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:26:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:26:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:26:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:26:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:26:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:28:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:28:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:28:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:28:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:28:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:28:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:30:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:30:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:30:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:30:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:30:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:30:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:30:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:32:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:32:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:32:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:32:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:32:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:32:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:34:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:34:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:34:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:34:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:34:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:34:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:35:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:36:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:36:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:36:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:36:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:36:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:36:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:38:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:38:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:38:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:38:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:38:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:38:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:40:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:40:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:40:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:40:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:40:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:40:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:40:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:42:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:42:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:42:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:42:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:42:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:42:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:44:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:44:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:44:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:44:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:44:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:44:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:45:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:46:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:46:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:46:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:46:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:46:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:46:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:48:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:48:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:48:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:48:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:48:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:48:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:50:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:50:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:50:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:50:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:50:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:50:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:50:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:52:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:52:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:52:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:52:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:52:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:52:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:54:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:54:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:54:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:54:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:54:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:54:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:55:00,1,预警,瞬时低炉温焚烧
2025-05-23 05:56:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:56:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:56:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:56:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:56:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:56:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 05:58:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 05:58:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 05:58:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 05:58:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 05:58:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 05:58:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:00:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:00:00,1,预警,烟气中一氧化碳（CO）浓度较高
2025-05-23 06:00:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:00:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:00:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:00:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:00:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:00:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:02:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:02:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:02:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:02:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:02:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:02:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:04:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:04:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:04:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:04:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:04:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:04:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:05:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:06:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:06:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:06:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:06:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:06:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:06:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:08:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:08:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:08:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:08:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:08:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:08:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:10:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:10:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:10:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:10:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:10:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:10:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:10:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:12:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:12:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:12:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:12:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:12:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:12:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:14:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:14:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:14:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:14:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:14:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:14:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:15:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:16:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:16:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:16:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:16:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:16:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:16:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:18:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:18:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:18:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:18:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:18:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:18:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:20:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:20:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:20:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:20:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:20:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:20:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:20:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:22:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:22:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:22:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:22:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:22:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:22:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:24:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:24:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:24:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:24:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:24:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:24:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:25:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:26:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:26:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:26:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:26:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:26:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:26:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:28:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:28:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:28:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:28:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:28:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:28:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:30:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:30:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:30:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:30:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:30:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:30:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:30:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:32:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:32:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:32:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:32:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:32:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:32:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:34:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:34:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:34:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:34:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:34:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:34:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:35:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:36:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:36:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:36:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:36:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:36:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:36:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:38:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:38:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:38:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:38:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:38:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:38:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:40:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:40:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:40:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:40:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:40:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:40:00,1,预警,瞬时低炉温焚烧
2025-05-23 06:40:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:42:00,2,预警,焚烧炉出口氧含量偏高
2025-05-23 06:42:00,2,预警,布袋除尘器压力损失偏低
2025-05-23 06:42:00,1,预警,布袋除尘器压力损失偏低
2025-05-23 06:42:00,3,预警,焚烧炉出口氧含量偏高
2025-05-23 06:42:00,3,预警,布袋除尘器压力损失偏高
2025-05-23 06:42:00,1,预警,焚烧炉出口氧含量偏高
2025-05-23 06:44:00,2,预警,焚烧炉出口氧含量偏高
