数据时间,改1#垃圾实时重量,改2#垃圾实时重量,DCS系统时间 时,DCS系统时间 分,DCS系统时间 秒,推料器1列1#小车位置,推料器1列2#小车位置,推料器2列1#小车位置,推料器2列2#小车位置,辅助燃烧器运行信号,炉膛上部温度,炉膛中部温度,,炉膛压力,,一次风机频率反馈,一次风机电流反馈,一次风机运行信号,二次风机频率反馈,二次风机电流反馈,二次风机运行信号,引风机频率反馈,引风机电流反馈,引风门开度反馈,引风机运行信号,氢氧化钙喷射量,氢氧化钙称重,氢氧化钙电机运行信号/开关阀信号_1,氢氧化钙电机运行信号/开关阀信号_2,半干法石灰浆浓度,半干法雾化石灰浆流量,半干法生石灰称重,半干法反应塔温度,雾化石灰浆电机运行信号_1,雾化石灰浆电机运行信号_2,SNCR还原剂流量,SNCR炉膛出口温度,SNCR运行信号,1#活性炭重量累计,2#活性炭重量累计,活性炭电机运行信号,布袋除尘进出口压差,布袋除尘器温度,布袋除尘器运行信号,烟气温度,烟气压力,烟气流量,烟气湿度,烟气O2,烟气粉尘,烟气SO2,烟气Nox,烟气CO,烟气HCL
2025-05-23 05:34:00,0.00,3.50,5.00,33.00,59.00,-16.00,2.00,-16.00,10.00,0.00,1007.92,918.33,963.125,-49.29,,27.61,85.47,1.00,15.30,37.59,1.00,31.61,8.11,84.01,1.00,4.90,52258.73,1.00,0.00,1437.04,3.06,43877.32,112.66,1.00,1.00,79.09,918.61,1.00,0.00,42122.39,1.00,1230.62,111.09,1.00,114.27,-49.29,44244.64,23.32,10.64,4.83,8.96,74.31,0.04,2.01
2025-05-23 05:36:00,0.00,3.30,5.00,35.00,59.00,-16.00,2.00,-16.00,9.00,0.00,1006.09,915.66,960.875,-57.73,,27.65,85.25,1.00,15.30,37.86,1.00,30.72,7.47,83.98,1.00,4.90,52258.89,1.00,0.00,1435.60,3.04,43877.42,113.01,1.00,1.00,154.43,915.66,1.00,0.00,42122.39,1.00,1197.01,110.82,1.00,113.83,-57.73,41792.94,25.85,10.73,4.62,2.36,132.64,0.05,2.46
2025-05-23 05:38:00,0.00,6.50,5.00,37.00,59.00,270.00,289.00,268.00,291.00,0.00,1003.91,912.66,958.285,-55.67,,27.60,85.51,1.00,15.25,37.57,1.00,30.68,7.45,84.00,1.00,4.88,52259.05,1.00,0.00,1437.04,3.03,43877.52,113.30,1.00,1.00,31.20,912.56,1.00,0.00,42122.39,1.00,1211.18,110.75,1.00,113.38,-55.67,43421.72,22.48,10.66,4.22,10.76,136.09,0.07,1.82
2025-05-23 05:40:00,0.00,4.70,5.00,39.00,59.00,270.00,289.00,268.00,291.00,0.00,1001.73,911.65,956.69,-39.17,,27.75,85.36,1.00,15.28,37.53,1.00,30.42,7.74,83.98,1.00,4.89,52259.22,1.00,0.00,1439.03,3.00,43877.62,114.00,1.00,1.00,33.57,911.65,1.00,0.00,42122.39,1.00,1187.64,110.84,1.00,113.28,-39.17,43144.44,22.45,10.70,4.06,11.88,96.72,0.04,1.66
2025-05-23 05:42:00,0.00,3.50,5.00,41.00,59.00,543.00,557.00,535.00,557.00,0.00,997.31,908.71,953.01,-49.60,,27.62,85.26,1.00,15.24,37.68,1.00,30.89,8.82,84.00,1.00,4.88,52259.38,1.00,0.00,1438.89,3.04,43877.72,114.66,1.00,1.00,137.41,908.71,1.00,0.00,42122.39,1.00,1210.28,111.13,1.00,113.17,-49.60,44575.85,21.60,10.94,4.15,11.47,112.48,0.04,1.87
2025-05-23 05:44:00,0.00,3.60,5.00,43.00,59.00,543.00,557.00,534.00,557.00,0.00,993.31,907.65,950.48,-33.69,,27.59,85.59,1.00,15.30,37.73,1.00,30.83,8.56,83.98,1.00,4.90,52259.52,1.00,0.00,1437.64,3.05,43877.80,115.60,1.00,1.00,12.13,907.15,1.00,0.00,42122.39,1.00,1210.97,111.40,1.00,113.19,-33.69,42982.07,23.20,10.96,4.34,2.32,107.58,0.05,2.08
2025-05-23 05:46:00,0.00,3.60,5.00,45.00,39.00,817.00,828.00,814.00,838.00,0.00,989.71,906.87,948.29,-25.72,,27.62,85.58,1.00,15.30,37.52,1.00,31.03,8.90,83.97,1.00,4.90,52259.69,1.00,0.00,1436.25,3.06,43877.92,116.26,1.00,1.00,4.02,906.31,1.00,0.00,42122.39,1.00,1224.24,111.83,1.00,113.26,-25.72,43800.42,21.76,10.85,4.13,12.57,91.13,0.04,1.71
2025-05-23 05:48:00,0.00,3.40,5.00,47.00,49.00,817.00,828.00,814.00,838.00,0.00,986.39,904.74,945.565,-22.38,,27.64,85.46,1.00,15.33,37.58,1.00,31.01,8.81,84.01,1.00,4.87,52259.87,1.00,0.00,1438.29,3.05,43878.03,117.03,1.00,1.00,174.04,903.74,1.00,0.00,42122.39,1.00,1226.60,112.22,1.00,113.26,-22.38,43456.01,22.88,10.76,4.28,7.64,88.37,0.04,1.96
2025-05-23 05:50:00,0.00,2.20,5.00,49.00,59.00,1080.00,1088.00,1083.00,1109.00,0.00,981.13,901.81,941.47,-23.44,,27.72,85.56,1.00,15.27,37.60,1.00,31.10,7.47,84.00,1.00,4.90,52260.03,1.00,0.00,1436.25,3.03,43878.13,117.53,1.00,1.00,184.37,901.81,1.00,0.00,42122.39,1.00,1237.29,112.54,1.00,113.49,-23.44,44071.60,21.88,10.94,4.23,10.70,84.82,0.04,2.08
2025-05-23 05:52:00,0.00,2.30,5.00,51.00,59.00,1129.00,1139.00,1142.00,1169.00,0.00,978.83,900.46,939.645,-26.33,,27.65,85.87,1.00,15.27,37.58,1.00,31.20,8.02,83.97,1.00,4.90,52260.20,1.00,0.00,1437.50,3.07,43878.23,117.92,1.00,1.00,78.85,900.46,1.00,0.00,42122.39,1.00,1237.29,112.81,1.00,113.60,-26.33,44207.04,22.05,10.94,3.98,9.17,90.34,0.07,1.98
2025-05-23 05:54:00,0.00,2.50,5.00,53.00,59.00,-9.00,2.00,-16.00,11.00,0.00,984.50,898.97,941.735,-54.14,,27.73,85.74,1.00,5.27,36.72,1.00,29.00,7.44,83.97,1.00,4.88,52260.36,1.00,0.00,1438.29,3.03,43878.33,118.24,1.00,1.00,64.65,898.97,1.00,0.00,42122.39,1.00,1112.99,113.04,1.00,113.83,-54.14,40564.84,21.50,11.01,4.07,10.81,73.50,0.04,1.58
2025-05-23 05:56:00,0.00,2.60,5.00,55.00,59.00,-9.00,2.00,-16.00,10.00,0.00,982.69,906.24,944.465,-62.78,,27.71,85.44,1.00,5.18,36.61,1.00,28.46,6.55,84.00,1.00,4.89,52260.52,1.00,0.00,1440.28,3.03,43878.43,118.09,1.00,1.00,86.15,906.24,1.00,0.00,42122.39,1.00,1117.01,113.18,1.00,113.69,-62.78,39737.80,23.15,10.25,3.75,12.31,128.92,0.04,1.95
2025-05-23 05:58:00,0.00,2.70,5.00,57.00,59.00,279.00,289.00,266.00,292.00,0.00,982.43,929.09,955.76,-42.55,,27.64,84.93,1.00,5.29,36.85,1.00,27.98,7.04,84.01,1.00,4.90,52260.69,1.00,0.00,1438.89,3.03,43878.53,117.60,1.00,1.00,135.54,929.09,1.00,0.00,42122.39,1.00,1071.25,113.21,1.00,113.38,-42.55,38563.79,23.78,10.03,3.47,8.06,127.74,0.04,1.96
2025-05-23 06:00:00,0.00,2.70,5.00,59.00,59.00,279.00,289.00,266.00,292.00,0.00,983.64,946.60,965.12,-56.92,,27.65,85.47,1.00,5.15,36.79,1.00,28.20,6.96,83.98,1.00,4.92,52260.85,1.00,0.00,1436.25,3.05,43878.63,116.87,1.00,1.00,79.26,946.60,1.00,0.00,42122.39,1.00,1088.61,113.09,1.00,113.28,-56.92,38871.27,23.69,10.18,3.79,6.94,117.96,0.04,1.85
2025-05-23 06:02:00,0.00,6.60,6.00,1.00,59.00,547.00,555.00,539.00,564.00,0.00,985.91,955.10,970.505,-35.16,,27.74,85.47,1.00,5.15,36.67,1.00,28.04,6.89,83.99,1.00,4.89,52261.01,1.00,0.00,1438.89,3.04,43878.73,116.26,1.00,1.00,72.19,955.10,1.00,0.00,42122.39,1.00,1087.43,112.87,1.00,113.15,-35.16,38387.93,24.18,9.87,3.50,8.91,156.91,0.04,1.63
2025-05-23 06:04:00,0.00,6.60,6.00,3.00,59.00,547.00,555.00,539.00,565.00,0.00,988.97,965.30,977.135,-55.75,,27.65,85.41,1.00,5.29,36.52,1.00,28.55,7.08,83.98,1.00,4.90,52261.18,1.00,0.00,1438.29,1.94,43878.82,115.67,1.00,1.00,88.50,965.30,1.00,0.00,42122.39,1.00,1110.76,112.54,1.00,112.84,-55.75,39045.15,24.04,9.88,3.78,9.06,162.92,0.04,1.64
2025-05-23 06:06:00,0.00,0.10,6.00,5.00,59.00,819.00,828.00,810.00,839.00,0.00,992.36,968.00,980.18,-50.61,,27.66,85.18,1.00,5.11,36.61,1.00,28.28,7.04,84.00,1.00,4.89,52261.34,1.00,0.00,1442.31,1.92,43878.89,116.52,1.00,1.00,35.72,968.19,1.00,0.00,42122.39,1.00,1102.08,112.26,1.00,112.62,-50.61,37273.31,25.89,9.66,3.60,6.84,141.80,0.04,1.57
2025-05-23 06:08:00,0.00,0.10,6.00,7.00,59.00,1090.00,1098.00,1076.00,1105.00,0.00,995.97,972.03,984,-45.58,,27.72,85.32,1.00,5.31,36.57,1.00,28.09,6.53,83.98,1.00,4.90,52261.50,1.00,0.00,1438.89,1.94,43878.95,118.26,1.00,1.00,125.59,972.12,1.00,0.00,42122.39,1.00,1109.38,112.31,1.00,112.51,-45.58,38625.07,23.24,9.71,3.40,8.97,140.28,0.04,1.37
2025-05-23 06:10:00,0.00,0.10,6.00,9.00,59.00,1090.00,1098.00,1076.00,1106.00,0.00,999.55,971.27,985.41,-51.83,,27.65,85.39,1.00,5.24,36.78,1.00,28.39,6.65,83.98,1.00,4.90,52261.66,1.00,0.00,1441.71,1.87,43879.02,120.35,1.00,1.00,108.37,971.27,1.00,0.00,42122.39,1.00,1111.74,112.71,1.00,112.51,-51.83,38235.93,24.02,10.00,3.87,8.85,162.11,0.07,1.81
2025-05-23 06:12:00,0.00,0.10,6.00,11.00,29.00,682.00,694.00,442.00,463.00,0.00,1002.15,972.28,987.215,-46.99,,27.64,85.01,1.00,5.22,36.65,1.00,28.44,7.64,84.01,1.00,4.92,52261.80,1.00,0.00,1434.95,1.87,43879.07,121.92,1.00,1.00,193.06,972.66,1.00,0.00,42122.39,1.00,1124.38,113.21,1.00,112.72,-46.99,39333.60,22.79,9.67,3.52,6.50,145.93,0.04,1.91
2025-05-23 06:14:00,0.00,0.10,6.00,13.00,39.00,-14.00,2.00,-16.00,9.00,0.00,1005.22,973.27,989.245,-53.06,,27.60,85.70,1.00,5.11,36.61,1.00,28.62,6.54,83.99,1.00,4.90,52261.98,1.00,0.00,1437.04,1.87,43879.13,123.85,1.00,1.00,185.72,973.74,1.00,0.00,42122.39,1.00,1129.31,114.00,1.00,113.07,-53.06,39336.89,22.80,10.06,3.72,0.58,133.68,0.07,1.49
2025-05-23 06:16:00,0.00,0.10,6.00,15.00,49.00,265.00,284.00,262.00,287.00,0.00,1007.63,978.64,993.135,-47.87,,27.64,85.56,1.00,5.23,36.91,1.00,28.43,6.95,83.98,1.00,4.91,52262.15,1.00,0.00,1436.25,1.84,43879.20,125.60,1.00,1.00,57.46,978.39,1.00,0.00,42122.39,1.00,1121.11,114.87,1.00,113.41,-47.87,38598.16,23.10,9.59,3.30,13.34,153.19,0.06,1.83
2025-05-23 06:18:00,0.00,0.10,6.00,17.00,59.00,265.00,284.00,262.00,287.00,0.00,1010.68,979.09,994.885,-50.77,,27.75,85.14,1.00,5.19,36.38,1.00,28.54,8.00,83.99,1.00,4.87,52262.32,1.00,0.00,1437.04,1.83,43879.26,126.94,1.00,1.00,56.39,979.09,1.00,0.00,42122.39,1.00,1121.94,115.63,1.00,113.94,-50.77,39073.60,22.66,9.60,3.54,11.29,154.55,0.06,1.83
2025-05-23 06:20:00,0.00,0.10,6.00,19.00,59.00,538.00,561.00,541.00,567.00,0.00,1013.54,975.65,994.595,-18.46,,27.72,85.36,1.00,5.14,36.46,1.00,29.00,8.37,84.00,1.00,4.90,52262.48,1.00,0.00,1434.95,1.86,43879.32,128.16,1.00,1.00,0.43,975.65,1.00,0.00,42122.39,1.00,1142.78,116.44,1.00,114.49,-18.46,38258.14,23.58,9.65,3.37,13.60,145.03,0.04,2.19
2025-05-23 06:22:00,0.00,0.10,6.00,21.00,59.00,807.00,831.00,805.00,832.00,0.00,1015.25,976.38,995.815,-46.38,,27.61,85.50,1.00,5.27,36.59,1.00,28.57,7.90,84.00,1.00,4.91,52262.64,1.00,0.00,1436.25,1.81,43879.38,129.07,1.00,1.00,48.41,976.19,1.00,0.00,42122.39,1.00,1114.51,117.17,1.00,114.91,-46.38,38620.02,22.13,9.98,3.43,12.45,158.73,0.04,2.11
2025-05-23 06:24:00,0.00,0.20,6.00,23.00,59.00,807.00,831.00,805.00,832.00,0.00,1016.27,971.96,994.115,-49.25,,27.70,85.23,1.00,5.24,36.37,1.00,28.72,6.86,83.98,1.00,4.91,52262.80,1.00,0.00,1437.64,1.82,43879.45,129.81,1.00,1.00,91.94,971.96,1.00,0.00,42122.39,1.00,1159.17,117.83,1.00,115.35,-49.25,39279.39,22.49,9.94,3.86,17.79,187.85,0.04,2.41
2025-05-23 06:26:00,0.00,0.20,6.00,25.00,59.00,1075.00,1100.00,1078.00,1105.00,0.00,1016.73,968.50,992.615,-46.39,,27.72,85.42,1.00,5.23,36.68,1.00,28.55,6.71,84.00,1.00,4.89,52262.97,1.00,0.00,1437.04,1.84,43879.50,130.60,1.00,1.00,158.81,968.22,1.00,0.00,42122.39,1.00,1142.15,118.44,1.00,115.83,-46.39,37879.07,23.46,9.96,3.70,8.17,134.28,0.04,2.51
2025-05-23 06:28:00,0.00,3.50,6.00,27.00,59.00,1075.00,1100.00,1078.00,1105.00,0.00,1017.24,963.27,990.255,-51.08,,27.64,85.05,1.00,5.24,36.46,1.00,28.56,6.22,83.99,1.00,4.90,52263.13,1.00,0.00,1439.54,1.82,43879.57,131.19,1.00,1.00,114.28,963.27,1.00,0.00,42122.39,1.00,1151.53,119.03,1.00,116.38,-51.08,39028.03,22.79,10.10,3.51,8.51,93.96,0.07,2.15
2025-05-23 06:30:00,0.00,3.60,6.00,29.00,59.00,-16.00,14.00,-12.00,10.00,0.00,1017.53,963.46,990.495,-37.24,,27.64,84.97,1.00,5.24,36.70,1.00,28.68,6.45,84.00,1.00,4.90,52263.30,1.00,0.00,1436.85,1.82,43879.62,131.78,1.00,1.00,185.00,963.46,1.00,0.00,42122.39,1.00,1162.78,119.53,1.00,116.81,-37.24,37893.40,23.23,9.85,3.64,14.91,129.21,0.04,2.48
2025-05-23 06:32:00,0.00,1.20,6.00,31.00,59.00,-16.00,2.00,-12.00,9.00,0.00,1017.56,974.92,996.24,-44.52,,28.65,87.10,1.00,5.28,36.56,1.00,29.02,7.15,83.98,1.00,4.89,52263.46,1.00,0.00,1442.18,1.82,43879.69,132.10,1.00,1.00,121.76,974.92,1.00,0.00,42122.39,1.00,1174.65,119.98,1.00,117.12,-44.52,39376.81,21.97,9.96,3.88,22.65,149.60,0.06,2.61
2025-05-23 06:34:00,0.00,1.20,6.00,33.00,59.00,265.00,284.00,268.00,287.00,0.00,1017.82,980.46,999.14,2.98,,28.64,86.78,1.00,5.22,36.43,1.00,29.88,6.55,84.01,1.00,4.90,52263.62,1.00,0.00,1438.29,1.84,43879.75,132.51,1.00,1.00,130.00,980.46,1.00,0.00,42122.39,1.00,1200.21,120.37,1.00,117.66,2.98,40806.55,22.07,9.77,4.25,17.98,125.62,0.04,2.87
2025-05-23 06:36:00,0.00,1.30,6.00,35.00,59.00,265.00,284.00,268.00,287.00,0.00,1017.76,987.98,1002.87,-49.14,,28.63,87.21,1.00,5.19,36.65,1.00,29.35,8.23,84.01,1.00,4.90,52263.79,1.00,0.00,1438.29,1.85,43879.81,133.07,1.00,1.00,46.76,987.89,1.00,0.00,42122.39,1.00,1187.57,120.74,1.00,117.99,-49.14,39058.94,21.87,9.78,3.88,25.55,113.12,0.04,2.15
2025-05-23 06:38:00,0.00,1.30,6.00,37.00,59.00,536.00,555.00,544.00,562.00,0.00,1017.30,996.48,1006.89,-50.29,,28.67,87.12,1.00,5.22,36.74,1.00,30.17,6.83,83.98,1.00,4.91,52263.92,1.00,0.00,1437.50,1.86,43879.86,133.59,1.00,1.00,77.39,993.31,1.00,0.00,42122.39,1.00,1241.39,121.08,1.00,118.36,-50.29,39101.66,22.83,9.61,4.62,20.64,164.15,0.04,2.76
2025-05-23 06:40:00,0.00,1.30,6.00,39.00,39.00,811.00,830.00,808.00,828.00,0.00,1017.27,996.26,1006.765,-41.04,,28.72,86.66,1.00,5.18,36.56,1.00,29.53,6.74,84.00,1.00,4.89,52264.10,1.00,0.00,1437.64,1.85,43879.93,134.44,1.00,1.00,116.54,996.29,1.00,0.00,42122.39,1.00,1212.22,121.53,1.00,118.76,-41.04,39238.24,24.51,9.21,3.88,31.93,159.41,0.04,3.05
2025-05-23 06:42:00,0.00,1.30,6.00,41.00,49.00,811.00,830.00,808.00,827.00,0.00,1017.37,994.08,1005.725,-50.40,,28.75,87.32,1.00,5.13,36.84,1.00,29.82,6.59,83.97,1.00,4.89,52264.27,1.00,0.00,1437.50,1.83,43879.99,135.07,1.00,1.00,49.48,994.47,1.00,0.00,42122.39,1.00,1218.82,122.02,1.00,119.22,-50.40,39595.54,23.41,9.57,3.93,34.15,119.66,0.04,3.39
2025-05-23 06:44:00,0.00,1.30,6.00,43.00,59.00,1082.00,1094.00,1076.00,1096.00,0.00,1018.17,986.19,1002.18,-41.00,,28.72,87.19,1.00,5.23,36.52,1.00,29.83,7.15,84.01,1.00,4.89,52264.44,1.00,0.00,1438.29,1.83,43880.05,135.73,1.00,1.00,61.76,986.19,1.00,0.00,42122.39,1.00,1230.76,122.45,1.00,119.68,-41.00,39328.38,23.92,8.94,3.61,42.48,146.06,0.06,3.17
2025-05-23 06:46:00,0.00,1.30,6.00,45.00,59.00,1082.00,1094.00,1076.00,1096.00,0.00,1019.53,983.80,1001.665,-42.76,,28.72,87.68,1.00,5.30,36.73,1.00,30.03,6.63,84.00,1.00,4.87,52264.60,1.00,0.00,1436.85,1.83,43880.12,136.39,1.00,1.00,180.67,1002.23,1.00,0.00,42122.39,1.00,1229.51,122.91,1.00,120.08,-42.76,40020.01,23.59,9.41,3.61,50.33,180.37,0.04,3.45
2025-05-23 06:48:00,0.00,1.30,6.00,47.00,59.00,0.00,0.00,-10.00,11.00,0.00,1020.98,983.13,1002.055,-41.82,,28.70,87.44,1.00,5.10,36.60,1.00,31.02,6.85,83.99,1.00,4.90,52264.77,1.00,0.00,1434.95,1.84,43880.18,137.07,1.00,1.00,101.06,983.13,1.00,0.00,42122.39,1.00,1290.97,123.37,1.00,120.55,-41.82,40461.42,24.35,8.86,3.88,60.31,155.49,0.04,4.06
2025-05-23 06:50:00,0.00,4.80,6.00,49.00,59.00,0.00,0.00,-11.00,11.00,0.00,1022.75,987.57,1005.16,-45.59,,28.78,87.74,1.00,5.20,37.26,1.00,30.56,7.54,84.00,1.00,4.89,52264.93,1.00,0.00,1442.82,1.85,43880.24,137.92,1.00,1.00,61.00,1004.77,1.00,0.00,42122.39,1.00,1277.36,123.87,1.00,121.07,-45.59,38469.48,25.29,8.60,3.53,78.71,142.42,0.04,4.28
2025-05-23 06:52:00,0.00,3.60,6.00,51.00,59.00,280.00,275.00,267.00,287.00,0.00,1025.10,994.24,1009.67,-19.35,,28.62,87.30,1.00,5.21,36.92,1.00,31.46,7.94,84.00,1.00,4.92,52265.09,1.00,0.00,1438.89,1.85,43880.30,138.55,1.00,1.00,-0.81,1015.55,1.00,0.00,42122.39,1.00,1334.44,124.37,1.00,121.53,-19.35,40713.04,24.23,8.56,3.90,112.02,173.26,0.06,4.35
2025-05-23 06:54:00,0.00,3.60,6.00,53.00,59.00,451.00,445.00,462.00,486.00,0.00,1027.97,994.79,1011.38,-42.26,,27.66,85.33,1.00,5.18,36.35,1.00,31.59,8.53,83.97,1.00,4.90,52265.25,1.00,0.00,1439.54,2.09,43880.36,139.42,1.00,1.00,185.96,1023.89,1.00,0.00,42122.39,1.00,1331.88,124.91,1.00,122.06,-42.26,40361.37,25.34,8.31,4.02,100.95,191.87,0.06,5.80
2025-05-23 06:56:00,0.00,3.60,6.00,55.00,59.00,556.00,546.00,538.00,559.00,0.00,1030.53,986.35,1008.44,-48.98,,27.66,85.25,1.00,5.20,36.49,1.00,31.74,9.15,84.01,1.00,4.90,52265.42,1.00,0.00,1440.14,2.47,43880.45,139.84,1.00,1.00,139.72,1016.69,1.00,0.00,42122.39,1.00,1351.88,125.48,1.00,122.62,-48.98,40864.57,23.74,9.04,4.21,129.74,177.66,0.06,6.15
2025-05-23 06:58:00,0.00,6.70,6.00,57.00,59.00,821.00,812.00,805.00,827.00,0.00,1032.56,978.20,1005.38,-22.69,,27.63,84.84,1.00,5.21,36.62,1.00,31.51,7.90,84.02,1.00,4.89,52265.58,1.00,0.00,1440.93,2.48,43880.53,139.00,1.00,1.00,149.30,951.98,1.00,0.00,42138.36,1.00,1337.50,125.86,1.00,123.27,-22.69,41033.80,24.33,9.13,4.45,87.37,147.53,0.04,6.57
2025-05-23 07:00:00,0.00,0.10,6.00,59.00,59.00,821.00,812.00,805.00,827.00,0.00,1034.05,977.31,1005.68,-42.46,,27.63,85.19,1.00,5.28,36.74,1.00,31.60,7.85,83.98,1.00,4.89,52265.74,1.00,0.00,1440.32,2.49,43880.61,137.94,1.00,1.00,168.46,951.22,1.00,0.00,42138.36,1.00,1329.38,126.06,1.00,123.63,-42.46,40956.22,23.38,9.01,4.28,102.51,150.95,0.06,5.99
2025-05-23 07:02:00,0.00,3.60,7.00,1.00,59.00,1092.00,1086.00,1075.00,1096.00,0.00,1035.28,985.30,1010.29,-48.92,,27.63,85.22,1.00,5.20,36.78,1.00,32.04,8.00,84.00,1.00,4.89,52265.91,1.00,0.00,1436.85,2.49,43880.69,137.09,1.00,1.00,93.17,1012.96,1.00,0.00,42138.36,1.00,1362.92,126.06,1.00,123.72,-48.92,42287.62,24.11,8.98,4.56,84.84,183.52,0.06,5.69
2025-05-23 07:04:00,3.70,4.70,7.00,3.00,59.00,1120.00,1118.00,1112.00,1134.00,0.00,1036.35,1005.93,1021.14,-46.54,,27.73,85.57,1.00,5.18,36.80,1.00,31.81,8.10,84.01,1.00,4.86,52266.04,1.00,0.00,1432.31,2.48,43880.76,136.58,1.00,1.00,134.46,1024.66,1.00,0.00,42138.36,1.00,1346.11,125.98,1.00,123.94,-46.54,40743.07,24.27,8.80,4.13,103.20,177.67,0.04,5.31
2025-05-23 07:06:00,7.20,4.70,7.00,5.00,39.00,-8.00,2.00,-4.00,10.00,0.00,1037.48,1015.37,1026.425,-27.94,,27.63,85.59,1.00,5.18,36.79,1.00,31.84,7.15,84.01,1.00,4.89,52266.22,1.00,0.00,1440.32,2.49,43880.85,136.03,1.00,1.00,123.78,1031.70,1.00,0.00,42138.36,1.00,1362.92,125.85,1.00,124.03,-27.94,42240.34,24.13,8.86,3.98,96.08,174.88,0.04,5.85
2025-05-23 07:08:00,6.60,4.60,7.00,7.00,49.00,-8.00,2.00,-4.00,9.00,0.00,1039.68,1031.46,1035.57,-41.41,,27.60,85.42,1.00,5.21,36.93,1.00,31.94,9.16,83.99,1.00,4.88,52266.39,1.00,0.00,1438.89,2.48,43880.94,135.80,1.00,1.00,87.44,1043.06,1.00,0.00,42138.36,1.00,1349.38,125.73,1.00,124.28,-41.41,40340.19,25.42,8.21,3.99,143.74,173.01,0.06,6.15
2025-05-23 07:10:00,8.10,4.60,7.00,9.00,59.00,271.00,287.00,276.00,282.00,0.00,1042.54,1050.79,1046.665,-39.50,,27.63,84.94,1.00,5.25,36.43,1.00,32.06,7.21,83.98,1.00,4.89,52266.56,1.00,0.00,1435.60,2.50,43881.02,135.49,1.00,1.00,444.65,1054.03,1.00,0.00,42138.36,1.00,1376.46,125.61,1.00,124.36,-39.50,41275.44,24.20,8.45,4.17,146.95,199.63,0.06,6.82
2025-05-23 07:12:00,3.80,4.60,7.00,11.00,59.00,535.00,554.00,554.00,556.00,0.00,1045.43,1050.95,1048.19,10.05,,27.63,85.52,1.00,5.17,37.04,1.00,32.18,7.24,84.00,1.00,4.90,52266.72,1.00,0.00,1434.95,4.19,43881.15,134.86,1.00,1.00,467.24,1056.16,1.00,0.00,42138.36,1.00,1382.57,125.53,1.00,124.38,10.05,40698.00,25.72,8.12,4.20,166.62,202.93,0.06,7.78
2025-05-23 07:14:00,2.80,4.60,7.00,13.00,59.00,535.00,554.00,554.00,556.00,0.00,1048.48,1037.00,1042.74,-27.70,,27.60,85.36,1.00,5.24,36.95,1.00,32.66,8.46,84.00,1.00,4.90,52266.88,1.00,0.00,1435.60,3.71,43881.29,131.83,1.00,1.00,471.87,1046.81,1.00,0.00,42138.36,1.00,1375.69,125.26,1.00,124.36,-27.70,40438.71,27.32,7.94,4.31,8.54,180.80,0.04,5.38
2025-05-23 07:16:00,3.70,4.50,7.00,15.00,59.00,802.00,828.00,818.00,816.00,0.00,1051.37,1029.82,1040.595,-38.35,,27.66,85.04,1.00,5.20,36.52,1.00,32.74,9.53,84.00,1.00,4.90,52267.05,1.00,0.00,1440.93,3.47,43881.41,128.56,1.00,1.00,485.46,1042.51,1.00,0.00,42138.36,1.00,1396.94,124.49,1.00,124.22,-38.35,40044.46,29.42,8.09,4.79,2.54,174.98,0.04,4.15
2025-05-23 07:18:00,3.70,4.50,7.00,17.00,59.00,802.00,828.00,818.00,816.00,0.00,1054.66,1028.27,1041.465,-11.15,,27.76,85.57,1.00,20.50,41.34,1.00,33.74,9.91,84.00,1.00,4.90,52267.21,1.00,0.00,1437.64,3.47,43881.53,126.23,1.00,1.00,479.11,1043.94,1.00,0.00,42138.36,1.00,1471.32,123.37,1.00,123.60,-11.15,42035.00,27.96,7.64,4.65,6.61,159.89,0.06,2.92
2025-05-23 07:20:00,3.30,4.50,7.00,19.00,59.00,1068.00,1102.00,1095.00,1088.00,0.00,1057.85,1004.62,1031.235,-56.63,,27.66,85.22,1.00,20.61,41.47,1.00,34.06,8.30,83.97,1.00,4.89,52267.38,1.00,0.00,1438.89,3.52,43881.65,124.89,1.00,1.00,485.28,1031.97,1.00,0.00,42138.36,1.00,1325.62,122.20,1.00,123.30,-56.63,44708.66,26.32,8.51,31.30,8.21,184.67,0.06,2.59
2025-05-23 07:22:00,3.50,4.50,7.00,21.00,59.00,1082.00,1133.00,1062.00,1048.00,0.00,1060.79,991.97,1026.38,-43.44,,27.72,85.18,1.00,20.59,41.47,1.00,32.99,9.43,83.97,1.00,4.88,52267.54,1.00,0.00,1437.64,2.83,43881.74,124.82,1.00,1.00,477.57,966.04,1.00,0.00,42138.36,1.00,1178.12,121.27,1.00,122.76,-43.44,44590.78,26.21,8.70,5.63,117.25,167.42,0.04,3.12
2025-05-23 07:24:00,0.80,1.80,7.00,23.00,59.00,-16.00,4.00,0.00,-16.00,0.00,1062.94,978.58,1020.76,-37.73,,27.66,85.84,1.00,20.61,41.41,1.00,32.51,9.72,83.99,1.00,4.87,52267.70,1.00,0.00,1434.95,4.18,43881.86,126.40,1.00,1.00,274.00,960.10,1.00,0.00,42138.36,1.00,1173.47,121.07,1.00,122.52,-37.73,43724.54,24.85,8.88,4.90,217.67,149.09,0.04,4.29
